temperature,humidity,wind_speed,precipitation,atmospheric_pressure,rain
35.0,64.1,11.8,1.7,1000.2,0
30.3,72.7,22.5,4.2,1011.3,1
23.7,32.2,7.9,4.9,1003.5,0
33.4,37.0,16.3,0.1,1019.6,1
15.4,74.5,23.6,1.9,1010.9,0
19.9,76.4,7.9,2.0,1019.8,0
28.7,85.6,17.5,4.7,1009.8,0
15.5,77.4,19.0,8.5,1010.3,0
19.5,38.4,9.5,3.7,1009.8,1
23.1,76.2,17.2,2.9,1003.0,0
26.0,40.9,12.0,9.6,1003.6,0
19.2,59.0,10.5,1.6,1001.0,1
16.1,65.3,27.8,6.1,1003.6,1
25.5,52.9,27.6,6.9,1013.4,1
25.9,52.2,20.3,8.9,1003.3,0
17.5,36.8,13.9,8.5,1002.0,0
25.2,43.1,27.3,4.4,1016.5,0
31.5,69.4,20.9,1.9,1001.2,0
34.5,78.1,12.1,1.7,1000.8,0
25.2,39.8,8.9,4.9,1017.6,1
21.9,46.0,12.9,5.9,1002.9,0
32.4,53.9,8.1,5.0,1018.9,0
16.4,39.5,7.0,6.8,1014.5,0
29.2,51.5,6.5,1.1,1006.4,1
32.4,54.7,10.9,0.1,1001.0,0
25.2,53.0,5.7,3.2,1019.6,0
32.3,38.4,22.2,7.9,1006.2,0
19.4,65.8,7.9,4.2,1013.4,0
23.0,47.6,18.2,4.7,1002.6,0
31.2,41.5,10.3,2.8,1019.3,0
28.0,30.5,19.1,3.1,1006.6,1
15.2,46.5,23.8,3.4,1006.4,1
18.2,70.2,29.4,6.0,1011.3,0
27.6,53.4,10.7,3.2,1013.8,0
21.9,33.9,25.2,5.8,1008.7,1
29.9,85.5,19.5,6.5,1009.5,0
34.9,47.2,23.9,6.2,1017.5,0
19.3,41.7,21.7,6.0,1008.6,0
32.2,48.6,28.8,0.0,1003.0,0
23.1,40.1,25.6,3.2,1000.4,0
25.3,89.2,21.8,2.9,1006.2,0
21.9,80.3,11.6,0.0,1015.1,0
26.2,69.6,24.5,3.8,1004.4,0
23.0,84.6,11.0,4.2,1001.7,1
31.5,71.8,7.1,0.5,1005.9,1
17.2,34.1,7.1,7.1,1013.2,0
19.2,82.9,15.4,5.3,1009.3,0
33.9,54.4,26.7,9.8,1005.5,1
32.3,40.7,27.4,0.3,1018.8,0
21.4,43.1,12.1,6.9,1002.0,0
17.7,72.8,24.6,3.7,1006.2,1
26.0,32.2,26.6,3.1,1017.5,0
31.6,65.6,23.6,2.1,1016.4,0
31.9,81.1,13.1,2.5,1014.8,0
32.8,39.5,20.3,8.9,1006.0,1
17.4,76.1,24.1,9.7,1008.9,0
28.2,41.9,6.3,8.7,1003.4,1
24.6,50.6,6.0,8.7,1002.6,0
29.6,37.8,7.5,5.2,1015.1,0
25.5,33.4,27.5,1.9,1017.4,0
34.2,73.2,24.9,8.2,1012.2,0
25.5,47.8,16.7,6.8,1011.9,0
33.3,85.9,23.3,9.3,1016.4,0
26.3,51.6,21.2,1.2,1014.6,0
34.6,39.1,24.0,7.3,1017.0,0
23.0,43.6,17.4,7.6,1015.8,0
23.8,44.3,14.5,8.1,1013.7,1
20.4,73.1,9.8,8.3,1017.7,0
21.6,52.0,20.9,9.3,1014.1,0
25.4,81.0,10.5,1.4,1005.7,0
25.5,33.0,7.9,5.6,1013.2,1
34.0,42.0,9.2,3.5,1002.2,0
18.4,67.3,25.1,0.5,1005.6,0
19.1,77.0,28.6,5.0,1000.7,1
31.5,49.9,22.8,8.9,1018.7,1
29.8,64.9,16.9,9.4,1005.7,0
29.3,37.4,26.2,1.0,1012.1,0
31.7,46.6,24.8,9.1,1016.8,1
17.0,49.2,13.1,5.1,1011.5,0
22.7,32.6,6.9,7.1,1003.5,0
20.7,40.6,20.5,5.8,1006.5,0
30.3,83.5,18.9,4.4,1002.7,0
18.5,45.5,11.4,2.0,1005.2,0
16.8,46.9,25.7,1.9,1019.6,0
30.5,41.6,17.2,9.8,1012.3,0
22.8,82.6,28.9,7.5,1014.6,0
33.4,52.7,18.0,1.6,1007.9,1
24.5,69.7,7.5,4.7,1019.0,1
15.7,48.7,16.4,7.9,1003.7,0
31.2,42.6,17.7,0.6,1013.9,1
15.7,80.9,24.2,5.6,1017.6,0
17.9,77.3,20.8,5.7,1006.0,0
29.3,57.7,19.2,4.8,1007.7,1
34.9,63.7,28.3,8.0,1013.2,0
18.6,38.1,9.8,1.5,1003.4,0
24.7,51.0,13.0,1.7,1007.8,0
28.9,43.9,13.4,8.2,1011.0,1
28.0,89.4,10.6,3.1,1013.2,0
30.0,78.1,24.5,3.1,1017.2,0
20.5,57.7,12.4,6.8,1001.2,0
32.3,84.1,25.9,7.2,1012.7,1
20.7,86.8,14.1,1.0,1010.9,0
24.0,63.4,13.5,3.3,1018.2,0
28.2,51.4,10.2,4.2,1014.3,0
21.3,31.4,21.9,9.5,1012.0,1
27.9,37.9,8.8,6.1,1011.6,1
19.8,76.3,17.6,7.9,1010.4,0
29.1,46.9,12.0,1.0,1008.8,0
24.2,63.4,23.2,7.7,1019.5,0
26.1,66.7,16.3,7.8,1007.8,1
29.8,87.5,13.1,1.4,1000.8,0
18.5,40.2,28.9,2.9,1005.3,0
24.5,77.5,21.9,9.8,1000.7,0
26.5,76.6,27.0,6.8,1005.2,0
25.6,88.2,15.0,6.5,1003.0,0
33.3,60.8,14.6,7.4,1019.1,1
20.5,74.0,12.1,2.6,1009.7,0
32.9,68.9,26.7,1.0,1016.6,0
19.0,54.1,15.8,3.5,1014.5,0
25.2,61.2,16.1,8.4,1012.5,0
33.3,82.6,12.3,4.1,1012.5,0
32.6,44.3,13.2,9.0,1012.7,1
20.5,53.6,29.8,5.0,1005.8,0
19.6,55.4,17.8,9.7,1011.1,0
17.8,88.1,15.6,0.6,1019.4,0
18.1,60.1,13.9,6.9,1016.1,0
29.2,69.3,5.3,2.6,1002.9,0
19.1,82.9,12.8,6.1,1017.3,1
26.6,63.1,10.0,4.7,1006.6,1
28.9,49.9,24.3,2.3,1016.9,0
15.6,67.9,10.8,6.9,1018.2,0
34.9,40.6,25.6,0.4,1014.0,1
34.9,45.8,12.0,4.2,1018.6,1
17.0,73.0,18.3,9.0,1009.0,0
19.9,77.6,10.5,9.9,1003.9,0
23.7,57.4,27.0,7.0,1003.7,1
30.7,42.0,7.2,7.4,1006.9,0
27.7,56.5,9.0,7.3,1013.0,0
30.4,89.6,19.3,2.2,1007.4,0
22.1,57.0,7.8,5.6,1014.2,1
29.2,81.4,15.7,1.5,1003.5,0
30.2,81.6,25.7,4.4,1011.1,0
22.7,73.4,16.3,5.0,1004.0,0
30.3,67.5,29.1,2.9,1008.3,0
23.0,60.4,18.4,8.1,1000.3,0
30.5,54.8,10.4,5.3,1013.6,0
32.3,80.5,14.7,2.3,1009.7,1
20.5,47.4,22.7,2.9,1001.7,1
28.0,86.0,16.1,0.2,1013.3,0
25.4,54.2,17.4,3.8,1009.4,0
32.6,55.8,24.7,0.3,1001.3,0
23.5,58.0,23.3,7.9,1005.7,0
17.0,82.0,22.5,7.3,1006.3,0
26.8,59.9,23.9,6.4,1005.5,0
18.8,77.6,15.8,9.1,1016.8,1
19.1,37.2,22.8,0.7,1015.7,0
24.4,33.8,13.9,3.6,1010.1,0
19.7,76.0,22.5,9.2,1010.3,0
26.8,37.1,7.9,7.6,1013.2,0
26.0,68.2,10.8,0.6,1013.2,1
17.0,53.0,6.1,5.0,1008.2,0
17.2,60.3,24.3,9.3,1016.4,1
24.9,41.7,17.2,2.3,1014.5,1
16.9,48.8,11.2,4.0,1014.5,0
22.5,77.7,25.0,3.9,1015.3,0
29.2,31.9,28.9,6.9,1001.0,0
20.1,83.3,12.9,2.8,1007.8,0
22.8,45.7,21.4,4.0,1006.1,1
27.8,66.2,23.6,0.1,1006.1,1
24.8,82.0,5.9,3.6,1001.1,0
35.0,45.4,23.3,1.1,1013.5,1
23.0,87.2,13.1,1.2,1010.5,0
26.9,34.6,18.8,8.7,1009.4,0
21.5,89.8,12.0,4.9,1008.5,0
28.0,79.3,8.4,9.8,1010.7,1
21.9,53.4,16.3,3.6,1007.0,0
34.3,75.3,27.2,1.7,1012.7,1
23.8,45.9,21.7,8.4,1001.2,0
21.4,54.1,12.6,6.1,1017.8,1
34.4,65.8,23.7,7.6,1004.4,0
16.7,78.2,23.6,6.1,1007.6,0
28.0,55.1,11.4,9.1,1005.6,0
26.2,34.5,24.6,0.5,1005.7,0
32.4,73.9,17.7,7.6,1003.6,0
17.5,64.4,11.9,0.4,1001.9,0
15.2,83.7,15.8,1.2,1010.5,0
18.2,79.8,12.3,7.1,1012.3,0
21.4,45.6,15.8,3.2,1012.8,0
31.9,35.6,23.6,3.3,1010.9,0
17.7,56.9,23.3,7.7,1006.5,1
31.9,52.4,23.1,7.0,1013.5,0
23.8,33.8,28.2,6.3,1017.6,1
16.4,64.4,9.1,9.9,1009.3,0
19.4,49.0,28.7,9.5,1009.8,0
33.2,79.2,19.5,6.8,1002.3,0
32.6,51.2,14.2,7.4,1003.4,0
26.8,70.0,19.1,7.1,1002.7,0
32.8,42.6,6.3,8.3,1017.6,0
25.6,63.8,9.0,2.8,1018.2,0
15.0,37.3,29.7,0.4,1018.6,0
21.8,86.5,22.1,1.2,1005.0,0
34.5,79.9,14.3,4.7,1012.0,0
33.0,60.6,28.5,7.1,1002.2,1
28.8,78.5,16.5,6.7,1002.8,0
28.7,40.8,21.8,0.6,1010.9,1
28.9,64.7,27.4,5.7,1001.4,0
27.0,33.4,11.0,9.1,1002.2,0
29.4,57.6,24.7,9.5,1016.9,1
33.6,48.4,5.9,6.4,1015.3,0
34.6,77.1,10.0,5.3,1013.3,0
28.9,89.5,18.9,4.1,1012.0,0
25.6,33.7,18.0,6.0,1018.4,0
21.0,45.1,15.3,2.4,1008.8,1
15.2,85.6,27.3,8.9,1011.5,0
30.6,56.6,11.2,1.1,1016.1,1
16.2,39.0,6.1,2.8,1004.9,1
23.4,57.2,8.7,9.5,1013.3,1
30.9,53.6,6.7,9.4,1011.9,1
15.3,81.0,27.9,1.6,1004.2,0
33.0,78.8,29.4,3.6,1003.7,1
29.4,42.9,16.4,6.6,1009.9,1
17.3,62.1,28.8,4.8,1003.3,0
18.9,68.1,7.4,8.6,1010.2,0
20.6,32.0,22.5,0.8,1013.1,0
20.4,84.3,19.9,1.5,1018.1,1
20.5,82.8,15.7,1.4,1016.4,0
28.1,57.7,22.8,1.1,1006.6,1
15.2,69.3,18.5,7.1,1000.9,0
16.5,83.2,26.7,3.5,1019.6,1
32.4,47.5,13.0,3.1,1014.8,0
22.3,66.9,19.8,6.2,1008.5,1
27.8,56.0,27.6,2.1,1008.8,0
15.0,69.0,13.4,2.0,1003.6,0
20.9,31.1,24.1,0.9,1005.3,0
25.0,48.3,22.1,1.5,1014.9,0
33.9,67.4,22.7,4.2,1003.4,0
16.3,38.6,28.5,4.3,1008.5,1
26.3,39.6,21.9,1.4,1018.1,0
31.8,86.5,9.1,8.2,1017.6,0
16.7,51.2,6.8,7.6,1018.7,0
24.1,30.9,13.1,3.7,1011.5,1
15.9,89.3,23.0,9.7,1006.6,0
25.2,89.0,22.3,7.9,1017.1,0
23.7,49.2,9.3,2.1,1005.3,0
21.7,39.0,22.7,8.1,1002.2,1
30.1,37.6,19.3,6.1,1002.3,0
24.2,41.0,23.0,7.9,1007.7,0
31.8,87.8,5.3,3.1,1019.2,1
34.9,86.9,28.4,6.8,1005.0,0
17.7,65.8,17.0,1.7,1004.4,1
22.3,48.1,24.7,0.1,1006.2,1
29.9,72.6,26.2,9.4,1010.4,1
30.8,69.1,10.0,8.6,1016.7,0
23.5,62.5,25.8,6.7,1000.4,0
18.6,88.5,13.0,4.4,1012.1,0
33.2,54.2,23.2,5.8,1011.9,1
21.9,32.0,16.0,8.6,1014.5,0
20.5,54.3,18.1,9.5,1004.7,0
30.5,34.5,9.1,4.6,1014.5,1
21.4,65.9,26.8,4.5,1017.6,1
27.6,43.9,25.7,10.0,1009.0,0
20.0,65.3,23.3,7.3,1001.9,0
17.7,43.1,17.9,7.6,1017.8,0
20.5,63.6,16.4,6.0,1014.5,1
16.0,38.4,10.5,6.1,1010.7,0
34.1,45.8,12.7,7.3,1003.8,1
19.4,49.6,28.7,5.5,1004.1,1
17.3,68.2,6.0,8.4,1013.7,0
30.8,81.5,23.3,6.8,1019.3,1
32.9,47.3,13.2,2.5,1012.8,0
24.6,86.1,10.4,3.9,1013.4,1
15.4,32.9,20.7,9.4,1001.9,0
32.1,33.3,29.1,5.4,1013.2,1
29.8,43.1,17.1,2.4,1018.2,0
15.8,62.0,19.9,9.6,1011.4,0
30.8,55.8,18.7,0.5,1005.2,0
19.1,79.9,9.6,4.6,1006.1,0
31.1,50.9,27.9,6.7,1019.9,0
16.9,36.6,11.3,9.1,1011.3,0
25.5,84.9,8.4,6.8,1004.8,1
32.5,33.8,17.7,2.7,1007.4,1
19.7,75.1,6.3,9.1,1019.7,0
24.8,78.0,15.2,3.1,1001.3,1
15.3,57.2,27.6,0.8,1012.7,0
26.1,44.0,7.9,9.2,1008.2,0
33.1,36.6,22.8,5.1,1012.9,0
30.9,69.4,8.1,9.7,1005.3,0
33.2,41.1,11.3,2.9,1017.2,0
26.1,40.6,16.9,9.7,1014.5,0
19.4,78.6,11.3,7.7,1000.2,0
32.1,69.3,12.0,1.3,1003.9,0
17.0,78.8,22.3,9.8,1002.1,0
20.7,62.7,18.0,2.6,1008.0,0
19.3,49.8,21.4,0.1,1015.0,0
28.4,50.7,20.0,3.1,1017.4,1
19.7,79.9,24.5,0.5,1019.9,0
18.4,68.6,5.4,3.8,1010.2,0
29.3,41.6,18.5,9.7,1017.1,0
22.9,58.6,19.8,4.0,1005.8,0
25.0,41.9,16.8,5.2,1013.1,0
33.7,54.8,22.1,3.2,1010.4,1
34.0,62.9,21.8,3.5,1014.8,0
27.4,71.8,9.7,5.4,1014.6,0
23.4,39.2,23.4,0.6,1012.4,1
24.5,61.7,29.9,5.3,1007.4,0
16.6,62.2,29.4,7.5,1013.4,0
24.4,75.3,14.5,5.3,1008.8,0
20.5,81.0,21.9,8.3,1019.6,0
18.9,36.0,10.0,2.0,1003.9,0
25.1,34.5,28.7,3.5,1012.1,0
30.2,80.2,14.2,6.8,1005.9,1
16.0,86.4,23.8,6.2,1019.6,0
34.3,47.3,29.8,0.5,1009.4,0
21.8,65.9,9.2,6.3,1011.0,0
30.3,83.5,16.7,7.4,1008.3,1
21.3,33.2,21.5,4.6,1013.8,0
31.3,61.3,20.2,1.8,1008.2,0
17.0,45.5,20.1,1.8,1010.5,0
20.5,67.3,19.5,2.5,1008.2,0
15.5,39.4,28.2,6.7,1007.1,0
31.0,82.3,23.2,3.8,1014.1,1
24.1,35.3,11.6,6.9,1018.5,0
24.0,53.8,27.0,5.7,1004.6,0
33.5,74.1,10.0,5.5,1001.5,0
30.2,88.3,10.3,6.7,1002.1,0
17.6,36.2,10.5,5.5,1006.9,0
30.7,45.6,23.3,7.4,1018.7,0
27.9,57.7,12.7,5.6,1007.4,0
27.3,79.3,11.6,8.9,1009.4,0
28.3,46.6,10.8,7.3,1000.5,0
34.3,78.7,29.8,9.6,1017.0,1
22.4,40.7,13.3,5.7,1009.8,0
23.3,80.3,19.2,7.7,1017.3,0
17.9,71.1,14.6,0.2,1017.5,0
33.0,35.8,6.9,0.7,1016.5,1
34.7,56.0,24.7,8.0,1017.3,0
17.5,59.1,16.6,5.1,1017.5,1
27.9,59.4,26.7,7.3,1018.5,0
30.9,63.9,12.1,1.8,1010.5,0
24.7,34.8,10.1,0.7,1002.0,1
20.0,46.0,19.0,7.1,1018.0,0
28.9,55.3,28.5,6.9,1003.8,0
17.1,38.3,26.7,4.1,1018.1,0
28.0,88.6,19.2,10.0,1008.3,1
19.5,48.0,16.4,0.6,1003.9,0
15.1,63.9,14.5,3.2,1011.5,0
18.7,85.4,19.3,5.9,1001.1,0
18.6,76.5,9.6,3.4,1003.6,0
17.8,45.5,7.3,2.0,1010.2,1
33.0,85.6,18.2,2.3,1007.6,0
29.3,67.5,7.6,0.6,1006.0,1
26.1,55.7,15.2,2.3,1007.9,0
28.5,37.8,18.5,7.9,1011.1,1
23.8,67.5,8.2,3.2,1005.6,0
16.9,47.9,11.2,0.5,1000.0,1
28.2,80.7,14.3,4.2,1012.0,0
16.7,54.4,21.8,8.3,1003.6,0
32.3,83.7,28.0,1.1,1013.9,0
25.7,48.3,11.6,0.2,1004.7,0
17.8,56.0,16.6,3.9,1009.4,1
17.2,84.8,15.6,9.5,1008.3,0
21.7,74.8,22.5,1.1,1001.2,0
15.1,81.6,13.8,8.3,1006.5,0
34.5,72.4,21.8,4.1,1006.6,1
31.1,53.0,14.9,0.2,1018.1,1
28.8,84.4,18.8,0.2,1002.2,1
16.7,48.3,5.1,1.6,1006.5,1
34.7,84.0,27.2,3.3,1007.9,0
22.1,53.8,26.9,7.2,1015.4,1
24.7,62.0,27.6,2.2,1013.4,0
23.8,78.3,22.1,6.4,1013.1,0
23.6,32.4,20.2,1.0,1002.0,0
21.1,41.7,5.3,2.8,1011.9,0
33.6,60.2,6.5,6.3,1017.1,0
18.1,50.9,17.0,8.1,1007.8,0
23.3,31.6,5.9,0.9,1014.7,0
31.6,52.0,11.0,3.8,1010.7,0
22.0,72.1,6.7,4.1,1007.6,0
25.4,44.8,7.1,0.0,1004.2,0
24.9,55.5,10.4,7.1,1018.6,0
15.5,88.5,28.0,7.7,1009.5,0
29.4,35.3,15.9,8.8,1012.6,0
29.6,33.6,15.7,4.3,1012.1,1
34.7,43.3,13.4,7.9,1006.3,0
17.0,80.2,8.2,6.5,1008.8,1
29.2,38.2,11.2,6.9,1016.9,1
30.9,61.6,5.6,4.4,1017.8,0
25.8,78.8,27.6,7.8,1010.4,1
17.6,41.6,14.4,9.7,1016.9,0
30.5,31.8,12.0,5.1,1009.4,0
17.0,37.3,17.9,8.9,1001.4,1
15.1,52.5,21.6,6.4,1014.2,0
29.0,42.5,19.5,5.5,1004.8,0
27.5,40.0,10.7,1.8,1003.5,0
32.2,58.5,26.2,3.0,1015.7,0
30.2,46.7,20.7,6.7,1000.9,0
25.6,81.5,20.5,6.6,1011.7,0
28.8,31.8,27.3,8.3,1012.2,0
30.8,86.6,21.9,9.8,1008.3,1
29.0,64.9,27.2,4.1,1003.8,1
26.0,45.2,12.6,9.5,1018.1,1
20.7,44.7,7.7,5.6,1004.9,1
30.1,30.8,24.2,6.9,1010.0,1
16.7,40.9,7.9,8.8,1010.9,1
32.9,62.9,23.9,8.4,1017.9,1
34.7,79.1,17.6,7.8,1013.8,0
33.3,37.3,12.5,3.7,1016.0,0
34.9,48.3,25.1,3.9,1019.3,0
31.4,86.1,26.1,7.9,1015.0,0
15.4,50.5,14.8,4.7,1017.6,0
31.8,33.5,22.9,8.3,1001.8,0
34.1,44.0,14.9,5.2,1015.0,0
29.5,44.3,17.8,5.4,1013.1,0
34.3,69.9,28.9,4.7,1019.0,0
16.2,41.5,21.7,6.0,1009.1,0
22.1,52.3,16.1,7.5,1001.1,0
28.2,89.7,28.2,8.1,1007.9,0
25.9,88.9,5.8,8.7,1007.1,0
22.9,45.6,26.0,8.4,1007.7,0
31.1,35.4,8.1,0.5,1005.2,0
16.9,37.2,12.4,0.5,1000.4,0
15.1,73.3,20.9,0.2,1017.6,0
32.8,42.1,5.7,9.9,1017.5,0
27.6,32.9,27.5,3.3,1016.2,0
19.9,54.5,25.8,2.7,1014.5,0
17.9,65.3,13.7,1.6,1016.8,1
27.6,59.4,7.2,4.4,1013.8,0
25.4,46.8,12.0,5.5,1010.5,0
34.1,38.8,20.5,5.1,1009.4,0
24.5,39.2,29.7,1.1,1018.5,1
32.9,85.7,22.3,8.4,1011.2,0
24.3,74.4,16.9,3.4,1005.1,0
33.8,56.7,6.6,7.0,1012.7,0
29.1,82.3,7.8,3.2,1013.1,0
20.1,65.0,12.0,2.6,1012.3,0
22.6,55.7,23.1,7.8,1005.6,0
34.0,71.3,15.6,3.1,1004.5,0
32.8,31.0,8.5,8.5,1000.2,0
19.3,44.6,17.9,6.2,1016.3,0
21.2,34.8,27.8,6.9,1008.4,0
26.6,87.5,28.7,6.4,1005.2,0
18.3,33.3,19.2,6.0,1008.7,0
20.1,60.8,8.3,7.7,1015.9,0
34.4,75.7,20.9,4.3,1012.9,0
28.3,41.1,26.1,0.5,1009.9,1
34.2,86.4,6.6,9.0,1014.1,0
21.1,45.8,12.6,1.8,1006.5,1
18.9,42.0,26.9,9.8,1010.0,0
26.5,30.2,8.4,0.1,1014.6,0
16.7,37.3,15.2,1.7,1015.5,1
20.9,41.7,28.4,1.2,1003.1,0
34.8,73.8,14.7,0.7,1001.0,1
15.3,89.3,11.7,3.3,1000.7,0
31.2,47.4,5.5,9.3,1015.0,0
15.1,34.5,21.4,6.4,1016.3,1
23.8,67.7,21.6,7.7,1009.3,1
33.8,35.4,16.5,6.2,1011.1,1
25.4,77.9,16.2,2.7,1009.9,0
34.9,81.6,26.6,9.7,1014.4,0
29.5,85.5,6.5,5.2,1009.0,0
28.9,31.1,19.3,10.0,1011.9,0
28.7,46.9,23.9,6.9,1002.5,0
28.3,87.4,25.7,1.6,1002.0,0
28.9,65.4,13.1,1.0,1007.7,1
15.2,36.5,26.6,0.6,1015.7,0
34.2,89.7,27.6,9.2,1015.7,0
27.6,66.0,11.2,0.8,1019.9,0
21.3,31.6,17.6,3.9,1000.6,1
34.7,84.4,8.9,7.5,1010.7,1
19.5,70.3,20.6,8.2,1009.9,0
22.4,44.3,24.9,6.6,1008.9,1
26.3,50.7,6.4,4.0,1007.3,0
29.3,42.9,28.4,6.0,1000.9,0
28.9,76.8,15.2,5.4,1019.0,0
18.2,52.6,24.9,2.4,1000.1,1
33.2,31.4,21.6,2.2,1006.1,1
25.9,72.3,29.0,2.1,1011.9,0
20.2,58.9,14.0,0.1,1005.3,0
17.7,39.3,16.9,9.5,1007.1,1
21.9,61.1,16.5,6.8,1019.8,0
20.1,83.3,25.0,6.2,1013.7,0
16.0,54.2,14.0,4.0,1017.1,0
21.2,58.2,15.8,1.0,1009.9,1
27.7,51.1,20.4,3.9,1017.9,1
27.0,74.3,28.1,2.8,1000.4,0
31.1,32.6,12.8,4.9,1015.4,0
15.0,83.4,25.6,6.0,1006.5,0
34.7,41.7,8.5,0.8,1011.8,0
26.0,89.4,10.4,5.0,1011.0,0
16.7,81.6,5.1,8.0,1012.9,1
21.9,47.5,27.3,1.1,1012.0,0
19.5,39.0,5.8,3.4,1006.3,1
17.2,82.9,7.6,7.6,1011.7,0
15.6,83.7,5.3,8.6,1011.2,1
34.1,38.9,10.4,3.3,1018.4,1
24.6,37.3,21.8,9.6,1008.1,1
17.6,75.1,6.9,5.8,1014.5,0
16.5,52.0,28.0,8.5,1014.2,1
26.0,32.2,14.5,3.3,1005.2,0
26.8,30.6,9.5,9.9,1011.1,1
33.7,68.3,15.8,3.8,1007.3,0
25.9,80.0,16.5,2.2,1004.0,0
27.8,70.8,7.4,0.0,1011.5,0
15.7,38.9,17.8,5.1,1019.8,0
20.2,65.0,6.3,0.9,1010.5,0
33.1,88.6,8.2,0.7,1019.6,0
16.5,40.9,16.6,4.9,1005.0,0
20.7,79.2,14.7,7.4,1019.7,0
22.6,35.2,25.6,4.4,1012.4,0
32.1,54.7,24.4,5.5,1005.9,1
15.1,51.0,21.3,1.2,1010.4,0
25.6,80.8,15.7,5.5,1016.8,0
22.3,33.1,18.9,0.2,1006.8,0
33.3,86.9,15.6,7.0,1015.3,1
24.3,66.4,14.2,0.9,1018.2,0
34.0,79.7,24.2,7.7,1012.4,0
30.7,49.7,24.0,8.9,1006.3,1
28.4,83.4,19.8,4.6,1012.6,0
33.8,33.1,19.5,8.4,1007.9,0
23.2,57.1,15.8,2.8,1001.4,1
19.2,33.3,22.9,2.1,1002.7,0
24.9,34.6,16.8,5.3,1006.6,0
15.3,36.9,10.7,1.0,1003.7,0
29.0,72.2,8.6,0.8,1008.3,1
27.8,89.0,29.1,4.9,1001.5,0
24.7,31.5,24.2,1.0,1009.7,0
26.9,36.3,15.7,6.1,1018.2,1
19.5,54.7,6.0,0.2,1002.1,0
29.9,39.8,17.6,8.1,1007.8,0
22.6,75.7,13.3,9.0,1004.8,0
15.9,89.2,20.4,1.2,1007.6,0
25.1,34.7,24.1,0.9,1015.5,0
19.4,74.4,7.0,8.2,1007.2,1
28.8,66.3,19.2,3.0,1004.5,0
30.5,57.3,21.4,9.2,1010.3,0
21.5,48.6,19.8,2.3,1015.2,1
18.4,43.2,27.2,8.9,1001.3,1
20.9,75.5,15.8,5.6,1003.4,1
34.5,66.9,22.6,3.4,1019.9,1
33.9,49.1,19.5,3.4,1013.6,0
32.5,60.1,18.8,6.4,1018.8,0
19.3,84.2,26.8,6.1,1000.9,0
28.9,43.6,22.6,1.9,1002.9,1
30.2,50.3,24.7,1.2,1018.5,1
17.6,30.6,28.9,0.1,1017.7,0
19.8,33.0,13.9,6.4,1013.7,0
19.1,38.3,25.4,4.9,1008.1,1
19.4,56.6,20.5,3.4,1000.2,0
18.4,31.9,20.2,4.1,1013.2,0
29.8,56.8,28.1,5.7,1004.0,0
29.0,58.0,17.0,9.5,1009.6,1
16.9,50.6,12.2,9.1,1003.6,0
25.8,78.5,5.3,4.1,1005.6,0
20.7,84.3,25.2,1.3,1002.0,0
15.2,84.4,7.8,3.5,1019.9,0
27.3,69.4,18.1,4.5,1006.7,0
15.9,56.4,18.3,5.6,1012.5,0
22.2,56.4,10.0,7.4,1001.6,0
28.0,83.0,17.3,7.0,1007.3,1
33.2,44.3,9.2,9.1,1002.7,0
15.4,45.8,29.0,7.1,1010.5,0
34.1,49.7,5.5,2.9,1003.7,0
18.9,66.8,25.6,6.6,1005.7,1
34.5,36.7,25.9,8.6,1002.8,1
34.3,66.1,19.7,8.0,1018.4,1
29.6,39.0,21.9,9.5,1013.6,0
18.4,34.9,6.0,5.8,1010.0,0
15.2,74.1,24.9,5.8,1012.0,1
26.0,71.2,20.0,5.9,1009.7,0
20.7,82.6,18.1,3.9,1005.1,0
32.2,74.2,29.2,5.5,1012.4,0
31.3,41.3,25.3,5.7,1004.5,0
31.2,80.5,17.8,4.9,1009.1,0
24.8,38.3,27.9,4.8,1008.7,1
29.5,46.7,29.3,1.5,1002.9,1
17.5,71.3,17.6,8.9,1001.7,0
26.2,56.1,9.8,6.2,1012.0,1
34.5,57.2,28.9,7.5,1003.0,1
33.8,74.8,6.5,6.6,1019.5,0
26.7,62.3,29.4,9.2,1000.9,0
18.8,71.2,7.3,1.2,1010.8,1
15.5,87.2,12.9,0.2,1012.1,1
20.5,71.5,20.8,9.8,1003.7,0
19.4,74.7,8.1,0.3,1009.9,0
29.5,54.4,9.9,0.3,1002.8,0
15.9,72.5,29.0,5.2,1017.7,0
28.6,32.9,12.7,1.6,1009.5,0
20.4,30.5,7.3,9.3,1006.1,1
18.4,75.2,12.9,4.3,1014.7,0
26.9,30.0,26.6,0.2,1004.9,0
17.9,58.9,7.3,4.8,1007.4,1
26.7,63.7,28.0,7.7,1019.3,0
22.4,52.7,22.1,2.0,1015.1,0
23.1,30.2,24.4,5.5,1011.0,1
18.8,72.7,5.1,5.8,1017.1,1
33.6,40.8,5.3,7.9,1014.8,0
18.9,63.5,12.3,6.5,1009.7,0
27.0,35.5,17.6,4.3,1016.9,0
28.4,72.3,13.2,5.5,1001.0,0
24.9,76.0,12.9,4.9,1004.6,1
23.3,46.7,21.6,9.8,1018.4,1
31.0,46.8,18.9,3.9,1019.3,0
18.4,68.5,16.3,0.4,1000.8,0
28.2,40.4,18.0,5.6,1006.2,0
26.3,80.5,12.0,8.1,1011.5,0
24.3,87.2,7.4,8.6,1000.9,0
16.1,71.4,22.2,0.0,1003.5,0
