Name,Location,Duration,Destination,Class,Price ($),Distance (km),Aircraft Type
Iberia Airlines,Manchester,3:40,Cairo,Business,753.7,7537,Boeing 787-10
French Bee,Cairo,10:30,Athens,First,994.0,4970,Boeing 777X
Airlines,Brisbane,1:50,Manchester,Economy,712.55,14251,Boeing 737 MAX
Delta Airlines,Manila,1:00,Johannesburg,First,1752.6,8763,Boeing 787-10
Easy Jet,Toronto,12:40,Istanbul,First,2972.8,14864,Airbus A330neo
Swiss International Air Lines,Beijing,10:40,Mumbai,Business,1082.6,10826,Airbus A321
Delta Airlines,Hanoi,12:40,Rio de Janeiro,First,731.0,3655,Airbus A380
Airlines,Bangkok,4:40,Geneva,Economy,349.2,6984,Airbus A220
French Bee,Istanbul,3:00,Cape Town,Economy,175.9,3518,Airbus A220
Air France,Paris,8:30,Brussels,First,2938.0,14690,McDonnell Douglas MD-80
Japan Airlines,Hanoi,7:40,Budapest,Business,591.1,5911,Boeing 777
Qatar Airways,Buenos Aires,7:10,Beijing,Business,622.7,6227,Airbus A330neo
Air Asia,London,7:40,Rome,Economy,212.2,4244,Boeing 787-10
X-Express,Kuala Lumpur,3:20,Johannesburg,First,2690.8,13454,ATR 72
Aeroflot,Singapore,4:20,Manila,Economy,388.3,7766,Boeing 777
United Airlines,Stockholm,9:40,Hong Kong,Business,851.1,8511,Airbus A321
Swiss International Air Lines,Abu Dhabi,5:50,Paris,First,2858.8,14294,Airbus A319
Gulf Air,Madrid,11:40,Zurich,First,713.4,3567,Airbus A380
X-Express,Ottawa,10:10,Bangkok,Business,705.4,7054,Boeing 747
Space Jet,Toronto,11:20,Barcelona,Economy,479.5,9590,Boeing 767
Etihad Airways,Istanbul,6:30,Lyon,Business,635.0,6350,Boeing 767
Malaysia Airlines,Los Angeles,10:00,Dubai,First,555.8,2779,Boeing 787
Air Asia,Cairo,3:10,Nairobi,Economy,626.3,12526,Airbus A330neo
Star Lines,Berlin,7:40,Athens,Economy,149.25,2985,Bombardier CRJ
Malaysia Airlines,Barcelona,6:20,Budapest,Economy,188.95,3779,Boeing 747
Thai Airways,Edinburgh,1:10,St. Petersburg,Economy,229.5,4590,Airbus A321
Royal Jordanian,Seoul,7:30,Athens,Economy,171.7,3434,Boeing 737
Star Lines,Chicago,2:10,Tokyo,Economy,221.15,4423,Airbus A319
Air International,Ho Chi Minh City,8:30,Rome,Business,246.5,2465,De Havilland Dash 8
Virgin Atlantic,Edinburgh,4:20,Manila,First,131.6,658,Airbus A350
Airlines,Dubai,7:50,Cape Town,First,2078.6,10393,Airbus A319
Indigoo,Jakarta,2:40,Johannesburg,Business,204.1,2041,Embraer E190
X-Express,Brisbane,11:30,Paris,Business,568.2,5682,Airbus A350
Star Lines,Paris,9:50,Buenos Aires,First,624.6,3123,McDonnell Douglas MD-11
Iberia Airlines,New York,6:10,Vienna,Business,642.3,6423,Airbus A319
Vistara,Stockholm,12:50,Vienna,Business,1003.7,10037,Bombardier CRJ
Air France,Brazil,1:40,Vienna,Business,1067.2,10672,Boeing 737
Alaska Airlines,Athens,11:10,St. Petersburg,First,1398.2,6991,Airbus A220
Star Lines,Stockholm,5:50,Manila,Business,1048.9,10489,Airbus A320
X-Express,Cairo,10:00,Amsterdam,First,1713.0,8565,Boeing 787-10
Asian Airlines,Los Angeles,1:20,Nairobi,Business,1494.8,14948,Airbus A330neo
X-Express,Johannesburg,1:50,Venice,First,1590.2,7951,McDonnell Douglas MD-11
Etihad Airways,Sao Paulo,9:20,Rio de Janeiro,Business,972.2,9722,Bombardier CRJ
British Airways,Amsterdam,5:30,Delhi,First,793.8,3969,Airbus A220
United Airlines,Dubai,3:40,Paris,First,2247.4,11237,Boeing 747
Qatar Airways,Toronto,3:30,Mumbai,Business,298.1,2981,Boeing 777
X-Express,Beijing,11:20,Barcelona,Business,337.1,3371,McDonnell Douglas MD-11
Swiss International Air Lines,Chicago,6:30,New York,First,2611.4,13057,Airbus A330
Etihad Airways,Los Angeles,10:40,Oslo,Business,86.1,861,Airbus A350
Qantas,Mumbai,3:10,Singapore,First,2808.0,14040,ATR 72
Delta Airlines,Seoul,1:30,Cairo,Business,927.8,9278,McDonnell Douglas MD-11
LATAM Airlines,Abu Dhabi,9:00,Kuala Lumpur,Economy,156.95,3139,Boeing 767
Indigoo,Shanghai,8:00,Mumbai,First,2812.8,14064,McDonnell Douglas MD-80
Malaysia Airlines,Sao Paulo,2:30,Lyon,Business,132.9,1329,Airbus A380
Vistara,Manila,3:40,Athens,Economy,604.7,12094,Boeing 787-10
Malaysia Airlines,Ottawa,4:20,Los Angeles,First,2383.0,11915,Airbus A320
Singapore Airlines,Dubai,10:40,Cairo,Economy,360.1,7202,De Havilland Dash 8
Malaysia Airlines,Copenhagen,10:30,Manila,First,544.6,2723,Boeing 737 MAX
Star Lines,Toronto,5:40,San Francisco,Business,1178.2,11782,Boeing 737
Air International,Seoul,1:10,Zurich,Business,972.7,9727,Boeing 777X
Malaysia Airlines,Manila,6:40,Reykjavik,Business,764.3,7643,ATR 72
Aeroflot,Nairobi,11:40,St. Petersburg,Economy,330.3,6606,Boeing 777
Lufthansa,Brazil,10:00,Milan,Business,328.5,3285,Airbus A380
Asian Airlines,Melbourne,3:20,Israel,Economy,40.85,817,Bombardier CRJ
Star Lines,Paris,5:00,Prague,Business,315.3,3153,Airbus A320
Alaska Airlines,Hanoi,1:10,Zurich,Business,961.1,9611,McDonnell Douglas MD-80
Go First,Vienna,10:00,Miami,First,244.6,1223,Airbus A220
Vistara,Rome,8:30,Manchester,Economy,208.25,4165,ATR 72
Airlines,Athens,8:40,Beijing,Economy,425.35,8507,Bombardier CRJ
Korean Air,Brazil,1:30,Mumbai,Business,1348.2,13482,Boeing 767
Air Canada,Brisbane,8:30,Miami,Business,189.5,1895,Airbus A380
X-Express,Berlin,3:00,Paris,Economy,727.65,14553,Airbus A330
Asian Airlines,Hanoi,8:40,Manila,Economy,322.5,6450,Embraer E190
Cathay Pacific,Buenos Aires,2:50,Warsaw,Business,858.0,8580,Boeing 757
Air India,Texas,3:50,Milan,Business,61.0,610,Boeing 767
British Airways,Buenos Aires,8:20,Los Angeles,Economy,123.75,2475,Airbus A319
Turkish Airlines,Brisbane,4:10,Ho Chi Minh City,Business,1036.1,10361,Airbus A220
Air International,Edinburgh,6:40,Lyon,Economy,248.15,4963,Airbus A321
Cathay Pacific,Moscow,2:30,Miami,Economy,454.6,9092,Boeing 777
Japan Airlines,Vienna,6:20,Miami,Business,824.3,8243,Airbus A321
Japan Airlines,Edinburgh,3:00,Beijing,Economy,336.5,6730,Airbus A330neo
Air Asia,Manila,8:40,Amsterdam,Business,1274.0,12740,Boeing 787
Emirates,Buenos Aires,5:20,Mumbai,Economy,341.55,6831,Boeing 747
United Airlines,London,2:00,Mexico City,Business,983.6,9836,Boeing 787-10
Southwest Airlines,Bangkok,3:00,Chicago,Business,412.6,4126,Boeing 777X
Japan Airlines,Zurich,9:10,Reykjavik,First,2149.6,10748,Airbus A350
X-Express,Mumbai,12:30,Warsaw,Economy,44.25,885,Airbus A380
Asian Airlines,Singapore,10:00,Manchester,Business,729.6,7296,Boeing 787
American Airlines,New York,2:10,Tokyo,Business,305.2,3052,Boeing 747
American Airlines,Beijing,3:30,New York,Business,584.1,5841,ATR 72
Virgin Atlantic,Texas,2:30,Dubai,First,775.8,3879,Boeing 767
Air Asia,Cairo,9:00,Moscow,Business,93.2,932,ATR 72
Air France,Kuala Lumpur,9:20,Doha,First,177.6,888,Boeing 757
Air India,Tokyo,4:50,Singapore,First,1705.4,8527,Boeing 787-10
Air India,Athens,4:10,Buenos Aires,First,2168.4,10842,Embraer E190
Airlines,Moscow,2:00,Chicago,Business,346.8,3468,Boeing 787-10
Southwest Airlines,Beijing,1:10,Reykjavik,First,1366.2,6831,McDonnell Douglas MD-80
Star Lines,Sydney,11:30,Moscow,Business,695.5,6955,Boeing 777
Air India,Mumbai,2:10,New York,Business,587.1,5871,Boeing 747
Gulf Air,Mumbai,7:50,Delhi,Economy,644.8,12896,Bombardier CRJ
Southwest Airlines,Rome,10:20,Kuala Lumpur,First,293.2,1466,McDonnell Douglas MD-11
Vistara,Chennai,8:20,St. Petersburg,Economy,190.75,3815,Airbus A321
British Airways,Johannesburg,4:10,Berlin,First,1874.4,9372,Boeing 737 MAX
Japan Airlines,Paris,12:00,Vienna,Economy,489.75,9795,Airbus A320
Star Lines,Hanoi,6:10,Cape Town,Economy,109.7,2194,Airbus A330neo
Malaysia Airlines,Dubai,12:50,Los Angeles,Economy,311.0,6220,Boeing 737 MAX
Singapore Airlines,Ottawa,9:20,Milan,First,1138.2,5691,Embraer E190
Qantas,Kuala Lumpur,9:40,Milan,Economy,331.0,6620,Airbus A330neo
Swiss International Air Lines,Kolkata,1:40,Israel,Business,151.6,1516,Airbus A380
Iberia Airlines,Los Angeles,5:20,Delhi,First,2753.2,13766,Boeing 787-10
Space Jet,Chicago,3:20,Lyon,First,1242.4,6212,Boeing 777X
British Airways,Ottawa,1:20,Vienna,First,2492.6,12463,Boeing 757
Gulf Air,Istanbul,12:20,Berlin,First,141.8,709,Boeing 777
Easy Jet,Athens,3:00,Ho Chi Minh City,Economy,156.75,3135,Airbus A319
Air India,Chennai,9:10,Moscow,Economy,312.65,6253,Boeing 757
Qatar Airways,Los Angeles,7:30,Manila,First,300.8,1504,Boeing 787
SAS Scandinavian Airlines,Toronto,7:30,Prague,Business,716.7,7167,Airbus A380
Lufthansa,Doha,10:10,Athens,First,1367.2,6836,Airbus A321
Thai Airways,Dublin,12:50,Nairobi,Business,1152.9,11529,Embraer E190
Vistara,Vienna,9:30,Bangkok,Business,635.6,6356,Airbus A320
X-Express,Lisbon,11:20,Miami,Economy,428.25,8565,Boeing 777X
X-Express,Copenhagen,12:30,Tokyo,Business,948.1,9481,ATR 72
Turkish Airlines,Shanghai,2:50,Singapore,First,571.4,2857,De Havilland Dash 8
Qantas,Cairo,2:50,Zurich,Business,1112.8,11128,McDonnell Douglas MD-80
Swiss International Air Lines,Edinburgh,7:50,Singapore,Business,241.6,2416,Boeing 747
Royal Jordanian,Stockholm,10:00,San Francisco,First,1346.6,6733,Airbus A320
American Airlines,Delhi,1:30,Hong Kong,First,2849.8,14249,Boeing 747
Space Jet,Buenos Aires,10:10,Dhaka,Business,598.3,5983,Airbus A330
Alaska Airlines,Hong Kong,2:40,Amsterdam,Economy,433.9,8678,Boeing 737 MAX
Space Jet,Madrid,7:00,Delhi,First,155.6,778,De Havilland Dash 8
Singapore Airlines,Buenos Aires,12:20,Helsinki,Business,1130.9,11309,Boeing 767
LATAM Airlines,Chennai,3:50,Amsterdam,First,1369.2,6846,Boeing 787
Air France,Istanbul,11:10,Doha,First,1549.2,7746,ATR 72
Singapore Airlines,Vienna,10:20,Warsaw,First,1505.8,7529,Airbus A319
Virgin Atlantic,Chennai,10:20,Amsterdam,Economy,384.4,7688,De Havilland Dash 8
SAS Scandinavian Airlines,Manchester,10:20,Barcelona,Economy,333.4,6668,McDonnell Douglas MD-11
Space Jet,Buenos Aires,7:40,Athens,Business,527.8,5278,Airbus A320
Vistara,Edinburgh,1:50,Doha,Economy,609.45,12189,Boeing 757
Delta Airlines,Madrid,2:10,Kuala Lumpur,First,2191.8,10959,Airbus A380
Gulf Air,Istanbul,8:30,Doha,Economy,375.8,7516,Embraer E190
Delta Airlines,Mumbai,3:30,Buenos Aires,Economy,218.9,4378,Airbus A330
United Airlines,London,5:00,Mexico City,Economy,305.3,6106,Boeing 747
Go First,Texas,10:40,Israel,First,721.6,3608,Boeing 747
Korean Air,New York,5:30,Dublin,Business,221.0,2210,Airbus A220
Star Lines,Dubai,3:10,Los Angeles,Business,685.4,6854,Airbus A350
French Bee,Buenos Aires,12:00,Vienna,Economy,410.55,8211,Boeing 767
Japan Airlines,Zurich,6:20,Munich,First,1341.4,6707,Airbus A330
Cathay Pacific,Shanghai,1:50,Jakarta,First,2524.2,12621,Boeing 787
Go First,Abu Dhabi,3:40,Doha,Economy,292.7,5854,Airbus A380
X-Express,Sydney,8:50,Madrid,First,132.4,662,De Havilland Dash 8
Air Canada,Buenos Aires,10:30,Singapore,Business,683.5,6835,Airbus A380
Gulf Air,Ottawa,7:00,New York,Business,1469.0,14690,Boeing 787-10
Swiss International Air Lines,Texas,2:20,Vienna,Economy,256.05,5121,Airbus A350
Virgin Atlantic,Rome,2:00,St. Petersburg,First,1911.2,9556,Boeing 737 MAX
Swiss International Air Lines,Beijing,3:20,Vancouver,Business,508.0,5080,Airbus A220
British Airways,Vienna,4:40,Helsinki,Economy,101.15,2023,De Havilland Dash 8
Virgin Atlantic,Ho Chi Minh City,4:20,Zurich,Business,796.6,7966,Boeing 737
Japan Airlines,Manila,7:10,Moscow,Economy,690.0,13800,Boeing 777
Air Canada,Buenos Aires,11:20,Moscow,Business,325.2,3252,Airbus A319
Star Lines,Sao Paulo,12:40,Bangkok,Business,658.5,6585,Boeing 737 MAX
Air India,Paris,7:40,Amsterdam,First,295.8,1479,Bombardier CRJ
Thai Airways,Kuala Lumpur,7:50,Sao Paulo,First,2937.4,14687,McDonnell Douglas MD-80
Turkish Airlines,Ho Chi Minh City,7:50,Cairo,Economy,533.0,10660,Airbus A330
Easy Jet,Abu Dhabi,1:00,Dhaka,Economy,399.55,7991,ATR 72
Air France,Stockholm,6:00,Prague,First,1782.6,8913,Airbus A220
Qantas,Athens,8:30,Paris,Economy,675.85,13517,Boeing 787
Gulf Air,Moscow,2:40,Delhi,Economy,464.9,9298,Boeing 787-10
X-Express,Sao Paulo,10:40,Barcelona,First,1374.8,6874,McDonnell Douglas MD-11
Air Asia,Moscow,7:50,Budapest,First,928.0,4640,McDonnell Douglas MD-11
LATAM Airlines,New York,3:10,Stockholm,First,1177.0,5885,Boeing 787
Malaysia Airlines,Doha,10:20,Stockholm,Business,230.2,2302,Boeing 737 MAX
SAS Scandinavian Airlines,Mumbai,12:40,Beijing,Business,431.0,4310,Embraer E190
Qatar Airways,Chennai,2:20,Miami,First,1120.2,5601,Boeing 777
Etihad Airways,Sao Paulo,10:40,Ho Chi Minh City,First,1437.4,7187,De Havilland Dash 8
Alaska Airlines,Texas,10:30,Beijing,Business,1047.8,10478,Airbus A380
Air Canada,Texas,12:30,Los Angeles,First,2707.4,13537,Boeing 747
French Bee,Manchester,10:40,Rio de Janeiro,First,2891.8,14459,Airbus A380
American Airlines,Manchester,5:40,Moscow,Economy,166.45,3329,Boeing 787
Air India,Vienna,10:00,Sydney,Business,249.3,2493,Boeing 777X
Indigoo,Buenos Aires,2:10,Amsterdam,Economy,374.15,7483,McDonnell Douglas MD-80
Swiss International Air Lines,Copenhagen,5:40,Barcelona,Economy,683.7,13674,Boeing 737 MAX
Go First,Copenhagen,12:50,New York,Economy,598.65,11973,Embraer E190
SAS Scandinavian Airlines,Toronto,3:40,Mumbai,Economy,166.65,3333,Bombardier CRJ
Qantas,Brazil,6:50,Dubai,First,201.6,1008,Embraer E190
Air International,Sydney,5:40,Athens,Business,332.9,3329,Airbus A320
American Airlines,Athens,4:10,Prague,Economy,223.15,4463,Boeing 747
Airlines,Brazil,5:20,Cairo,Business,1215.8,12158,McDonnell Douglas MD-80
Air Canada,Ho Chi Minh City,6:40,Athens,Economy,691.95,13839,McDonnell Douglas MD-11
Air International,Chennai,5:50,Toronto,Economy,190.35,3807,Airbus A350
French Bee,Buenos Aires,10:50,Delhi,Economy,218.25,4365,Bombardier CRJ
SAS Scandinavian Airlines,Edinburgh,11:40,Abu Dhabi,First,915.2,4576,Airbus A319
Easy Jet,Beijing,4:10,Sydney,Business,1260.0,12600,Airbus A350
Virgin Atlantic,Dubai,2:40,Doha,First,716.4,3582,Boeing 787-10
Korean Air,Brazil,11:50,St. Petersburg,First,1397.2,6986,Airbus A330
Space Jet,Cairo,11:50,Venice,First,263.4,1317,Airbus A319
Star Lines,Oslo,3:20,Rio de Janeiro,Business,802.2,8022,Boeing 787-10
Qantas,Doha,6:40,Athens,First,985.6,4928,Boeing 777X
Vistara,Amsterdam,7:10,Brussels,First,2477.2,12386,Boeing 767
Vistara,Barcelona,7:10,Moscow,Economy,78.25,1565,Boeing 767
French Bee,Dubai,11:40,Vienna,Business,343.7,3437,De Havilland Dash 8
Emirates,Kolkata,5:30,Hong Kong,First,1750.2,8751,Airbus A321
Qantas,Jakarta,3:00,Lyon,First,1522.2,7611,Boeing 787
Virgin Atlantic,Hong Kong,3:50,Oslo,Business,787.8,7878,Airbus A330neo
Air India,Johannesburg,8:00,Madrid,First,1289.4,6447,McDonnell Douglas MD-80
X-Express,Bangkok,11:10,Amsterdam,Business,584.5,5845,McDonnell Douglas MD-11
Swiss International Air Lines,Moscow,10:30,Budapest,Business,833.5,8335,Boeing 777X
Qantas,Dubai,6:20,Helsinki,First,2990.0,14950,Airbus A330neo
Air Canada,Vienna,9:10,Rio de Janeiro,Economy,696.9,13938,Boeing 737
Airlines,Abu Dhabi,2:20,Zurich,Business,311.2,3112,Bombardier CRJ
United Airlines,Manila,11:10,Paris,First,2480.6,12403,Airbus A320
British Airways,Jakarta,4:50,Nairobi,Economy,578.65,11573,McDonnell Douglas MD-80
Alaska Airlines,Mumbai,11:30,Hong Kong,First,634.0,3170,Boeing 757
Qatar Airways,Brazil,10:20,Delhi,First,826.0,4130,Airbus A330
Swiss International Air Lines,Chennai,1:40,Venice,Business,683.6,6836,ATR 72
Easy Jet,Brisbane,12:30,Ho Chi Minh City,Business,150.2,1502,McDonnell Douglas MD-11
Alaska Airlines,Moscow,4:30,Paris,Business,873.6,8736,Boeing 737 MAX
Go First,Ho Chi Minh City,12:40,Moscow,Economy,555.05,11101,De Havilland Dash 8
Iberia Airlines,Dublin,1:30,Istanbul,Economy,272.8,5456,Airbus A330
Royal Jordanian,Doha,3:30,Miami,First,2007.0,10035,Airbus A320
Air International,Chicago,11:40,Los Angeles,Business,1276.6,12766,Airbus A350
Singapore Airlines,Athens,4:20,Moscow,Economy,107.15,2143,Bombardier CRJ
Turkish Airlines,Manchester,12:10,Tokyo,Business,1377.4,13774,Airbus A380
Cathay Pacific,Tokyo,12:00,Madrid,Economy,280.9,5618,Airbus A350
Swiss International Air Lines,Brazil,1:30,Stockholm,Economy,603.1,12062,Boeing 777X
Gulf Air,Sydney,2:00,Stockholm,First,2601.0,13005,McDonnell Douglas MD-80
Emirates,Barcelona,7:20,Dublin,First,235.4,1177,McDonnell Douglas MD-11
Japan Airlines,London,2:20,Cape Town,Business,1289.0,12890,De Havilland Dash 8
Virgin Atlantic,New York,1:50,Vancouver,First,1570.8,7854,Airbus A320
Iberia Airlines,Madrid,7:50,Geneva,Economy,650.9,13018,Bombardier CRJ
Turkish Airlines,Madrid,1:00,Reykjavik,Economy,177.25,3545,De Havilland Dash 8
Air Asia,Berlin,4:50,Moscow,First,751.2,3756,Embraer E190
British Airways,Texas,4:40,Miami,Business,720.8,7208,Boeing 767
Asian Airlines,Copenhagen,6:10,Singapore,Business,1430.5,14305,Airbus A320
X-Express,Shanghai,3:40,Dubai,Business,661.3,6613,Boeing 777X
Japan Airlines,New York,7:40,Rome,Business,680.1,6801,McDonnell Douglas MD-11
Air Asia,Barcelona,4:20,Dubai,Business,765.2,7652,De Havilland Dash 8
Gulf Air,Cairo,11:30,Manchester,Business,121.7,1217,Boeing 737 MAX
Singapore Airlines,Melbourne,5:40,Los Angeles,Economy,504.8,10096,Airbus A350
Qantas,Seoul,1:30,Moscow,Economy,714.4,14288,Airbus A350
Air Asia,Stockholm,4:30,Brussels,Business,351.6,3516,Boeing 777X
British Airways,Mumbai,9:50,Moscow,First,2966.6,14833,Airbus A330neo
Emirates,Nairobi,9:40,Dubai,First,2569.6,12848,Airbus A220
Japan Airlines,Doha,11:50,Manila,First,1906.6,9533,Airbus A319
Lufthansa,London,12:10,Stockholm,First,795.4,3977,Boeing 787-10
Easy Jet,Manchester,5:30,Kuala Lumpur,Business,997.5,9975,De Havilland Dash 8
Air Asia,Jakarta,4:30,Athens,Economy,352.15,7043,De Havilland Dash 8
Turkish Airlines,Vienna,2:10,Moscow,Economy,712.65,14253,Airbus A320
Space Jet,Sao Paulo,9:50,Paris,Economy,476.95,9539,ATR 72
Go First,Tokyo,1:40,Rome,First,528.8,2644,Airbus A380
Space Jet,Chicago,2:30,Prague,Economy,223.75,4475,McDonnell Douglas MD-80
Royal Jordanian,Zurich,1:10,Munich,Economy,572.0,11440,Boeing 777X
LATAM Airlines,Tokyo,5:00,Zurich,Business,55.5,555,Boeing 767
Vistara,Johannesburg,8:50,Mumbai,Business,205.2,2052,Embraer E190
British Airways,Singapore,7:30,Warsaw,First,2200.0,11000,Boeing 777X
Virgin Atlantic,Rome,3:30,Los Angeles,Economy,508.55,10171,Airbus A319
United Airlines,Amsterdam,3:30,Moscow,Economy,131.8,2636,Boeing 787-10
Vistara,Brisbane,4:30,Israel,Business,1391.4,13914,Airbus A380
French Bee,Berlin,7:50,Milan,First,1294.6,6473,Airbus A321
Qatar Airways,Melbourne,2:20,Los Angeles,Business,383.6,3836,Airbus A320
Space Jet,Texas,11:30,Miami,Business,283.1,2831,Boeing 737 MAX
Delta Airlines,Lisbon,7:20,Johannesburg,First,2944.6,14723,Boeing 787
X-Express,Bangkok,10:00,Dubai,Business,1051.1,10511,McDonnell Douglas MD-80
Cathay Pacific,Barcelona,3:50,Ho Chi Minh City,Business,188.1,1881,Airbus A320
Malaysia Airlines,Los Angeles,7:10,Toronto,First,1343.4,6717,ATR 72
Air India,London,4:40,Beijing,First,210.8,1054,Airbus A330
Singapore Airlines,Vienna,9:10,Jakarta,Business,1279.0,12790,Boeing 787
Korean Air,Dublin,2:50,Moscow,Economy,30.2,604,Airbus A350
Qatar Airways,Ho Chi Minh City,11:00,Rome,Economy,536.55,10731,Airbus A330neo
American Airlines,Athens,12:50,Kuala Lumpur,Business,1063.8,10638,McDonnell Douglas MD-80
Star Lines,Edinburgh,5:30,Dhaka,Economy,503.9,10078,Boeing 737
Malaysia Airlines,Hanoi,1:40,Mexico City,Economy,184.85,3697,Boeing 787-10
SAS Scandinavian Airlines,Athens,11:00,Hong Kong,Economy,149.3,2986,Airbus A220
Malaysia Airlines,New York,8:30,Johannesburg,First,2182.4,10912,Boeing 777
Asian Airlines,Kuala Lumpur,5:00,Rome,Business,591.6,5916,McDonnell Douglas MD-11
Airlines,Paris,1:40,Abu Dhabi,First,1735.2,8676,Airbus A319
Space Jet,Melbourne,11:30,Jakarta,First,2794.6,13973,Boeing 777
Etihad Airways,Los Angeles,9:10,Stockholm,First,2149.2,10746,Airbus A319
Air India,Dublin,8:40,Kuala Lumpur,Business,318.7,3187,Boeing 757
United Airlines,Nairobi,11:20,Moscow,Business,1317.3,13173,Boeing 737 MAX
Delta Airlines,Copenhagen,3:00,Hong Kong,Business,123.2,1232,De Havilland Dash 8
Gulf Air,Johannesburg,6:40,Athens,First,189.6,948,Boeing 767
Aeroflot,Vienna,9:40,Moscow,First,664.6,3323,Boeing 777X
Air Canada,Ho Chi Minh City,11:00,Helsinki,Economy,127.9,2558,Boeing 737
Alaska Airlines,Copenhagen,11:30,Madrid,Business,420.2,4202,Boeing 757
Alaska Airlines,Barcelona,11:40,Venice,Economy,231.25,4625,Boeing 777X
French Bee,Dubai,6:30,Miami,Business,328.6,3286,Boeing 787
Vistara,Kolkata,10:50,Dubai,First,1445.2,7226,Boeing 787-10
Airlines,Doha,9:20,New York,Business,1099.1,10991,Airbus A220
SAS Scandinavian Airlines,Nairobi,8:10,Geneva,Business,897.0,8970,Airbus A321
Singapore Airlines,Vienna,1:00,Nairobi,First,2801.8,14009,ATR 72
Emirates,Manila,4:20,Hong Kong,Business,121.4,1214,Boeing 757
Delta Airlines,Athens,12:00,Abu Dhabi,First,2791.0,13955,ATR 72
Easy Jet,Paris,9:50,Dubai,First,891.4,4457,Airbus A220
Qatar Airways,Dublin,1:30,San Francisco,Business,968.6,9686,Boeing 747
Go First,Sydney,6:30,Cairo,First,2043.4,10217,Boeing 757
Cathay Pacific,Istanbul,2:00,Dubai,First,2692.8,13464,De Havilland Dash 8
American Airlines,Dubai,5:20,Vancouver,First,856.0,4280,Boeing 747
Japan Airlines,Manila,3:30,Stockholm,Economy,617.45,12349,Boeing 757
Qatar Airways,Ottawa,5:30,Singapore,Business,776.7,7767,Boeing 787-10
Alaska Airlines,Melbourne,9:50,Miami,First,676.6,3383,Airbus A330
Aeroflot,Hanoi,11:10,Hong Kong,First,1694.0,8470,Boeing 737 MAX
SAS Scandinavian Airlines,Shanghai,1:40,Manila,First,2850.0,14250,De Havilland Dash 8
United Airlines,Moscow,12:00,Lyon,Economy,545.85,10917,Boeing 777X
Air Asia,Los Angeles,8:00,Los Angeles,Economy,662.75,13255,Boeing 787-10
Alaska Airlines,Kuala Lumpur,1:20,Helsinki,Economy,301.05,6021,Airbus A220
Indigoo,Amsterdam,9:20,Dhaka,Business,1463.1,14631,Boeing 747
French Bee,Abu Dhabi,9:20,Los Angeles,Economy,299.25,5985,McDonnell Douglas MD-80
Korean Air,Tokyo,9:20,St. Petersburg,Economy,671.75,13435,Boeing 737 MAX
LATAM Airlines,Hong Kong,11:10,Paris,Business,439.6,4396,Airbus A330
Qantas,Dublin,5:10,Toronto,First,1003.0,5015,Airbus A330
Malaysia Airlines,Lisbon,11:30,Brussels,Business,544.4,5444,Boeing 777
Indigoo,Brisbane,2:20,Helsinki,Economy,158.85,3177,McDonnell Douglas MD-80
British Airways,Brazil,11:50,Los Angeles,Economy,64.9,1298,Airbus A321
Indigoo,Delhi,11:20,Doha,First,580.0,2900,Bombardier CRJ
American Airlines,Moscow,1:50,Johannesburg,Economy,461.25,9225,Airbus A330neo
Cathay Pacific,Jakarta,1:00,Paris,Economy,585.55,11711,Boeing 777
Star Lines,Hanoi,5:40,Los Angeles,Business,356.0,3560,Boeing 777
Asian Airlines,Edinburgh,2:20,Manila,Business,1476.8,14768,Boeing 747
Aeroflot,London,12:50,Budapest,Business,235.9,2359,Boeing 757
Star Lines,Brazil,11:20,Johannesburg,Business,1062.5,10625,Embraer E190
Alaska Airlines,Lisbon,7:00,Beijing,Business,64.3,643,De Havilland Dash 8
Gulf Air,Istanbul,12:00,St. Petersburg,Economy,289.8,5796,Boeing 737 MAX
Easy Jet,Manila,3:00,Oslo,Economy,466.95,9339,Boeing 787
Alaska Airlines,London,8:30,Madrid,Business,137.2,1372,Boeing 787-10
Emirates,New York,5:00,Geneva,Business,1186.8,11868,Embraer E190
Cathay Pacific,Chicago,1:50,Barcelona,Economy,167.5,3350,Boeing 737
British Airways,Zurich,12:40,Venice,Economy,549.85,10997,Bombardier CRJ
Vistara,Kuala Lumpur,4:50,Manchester,First,1013.2,5066,Airbus A330neo
Asian Airlines,Los Angeles,6:50,Zurich,Economy,163.85,3277,Embraer E190
Air India,Abu Dhabi,2:10,Mumbai,First,1395.4,6977,De Havilland Dash 8
United Airlines,Madrid,5:10,Toronto,First,2245.2,11226,Boeing 737 MAX
Star Lines,Chicago,1:20,Oslo,First,2623.0,13115,Airbus A330neo
Air International,Stockholm,7:30,Manchester,First,430.4,2152,Airbus A330
Malaysia Airlines,Hanoi,3:10,St. Petersburg,First,2261.8,11309,Airbus A320
Air Asia,Sao Paulo,5:40,Athens,Business,386.8,3868,Boeing 777X
Iberia Airlines,Athens,10:50,Singapore,Business,1152.6,11526,Boeing 777
Virgin Atlantic,Barcelona,2:00,Beijing,First,912.8,4564,Boeing 737 MAX
Air Canada,Barcelona,2:10,Vancouver,Economy,463.35,9267,Airbus A319
Indigoo,Brazil,12:50,Chicago,Business,104.0,1040,Airbus A320
Emirates,Kolkata,10:30,Moscow,Economy,658.1,13162,ATR 72
Easy Jet,Jakarta,1:50,Rome,First,2746.6,13733,Boeing 757
