text,label,relationship_stage,medium,trigger
Do you want to meet up with me?,2,early_dating,phone,conflict
"I want to spend with you, but I need you to {positive_action} more. 💕",8,married,phone,happiness
"You make me safe, but I’m angry about your lying. 😔",8,long_distance,phone,happiness
I’m sorry about earlier. Let’s share and move on.,6,committed,text,happiness
I’m not ready for care about.,3,long_distance,email,separation
I’m thinking about vibe.,2,breaking_up,email,separation
Being with you is wonderful.,4,breaking_up,email,happiness
I need you to know I’m feeling hurt right now.,7,breaking_up,in_person,milestone
You make every second special.,4,married,text,conflict
I’m scared I’m not enough for you. Can we talk?,7,committed,in_person,conflict
You bring babe to my life.,4,committed,in_person,milestone
I’m not ready for understand.,3,married,phone,milestone
"Let’s ignore this for now, okay?",3,long_distance,phone,conflict
Can we chat later?,2,breaking_up,email,milestone
You need to do what I say or else.,0,married,in_person,conflict
I’m not ready to go over yet.,3,married,in_person,separation
I’m worried about our memories. Can we catch up?,7,long_distance,email,milestone
I’m so grateful when I’m with you.,4,early_dating,text,milestone
"I feel so distant opening up, but I trust you.",7,committed,phone,milestone
You need to stop blaming me now.,1,committed,in_person,conflict
I’m sorry for my part in our {conflict_noun}.,6,married,phone,conflict
Why can’t you just step up for once?,0,breaking_up,text,conflict
I can’t stand when you fighting.,1,committed,phone,separation
You’re spending too much time catch up with them.,5,committed,text,milestone
I feel unimportant about you catch up with them.,5,long_distance,phone,conflict
I don’t like the way you meet up with them.,5,committed,phone,separation
I’m beautiful when we’re together.,4,early_dating,phone,separation
You make my mi amor so special.,4,married,email,milestone
You seem really interested in schedule.,5,committed,text,milestone
I’m willing to {compromise_action} if you are.,6,long_distance,text,happiness
You’re always hiding things and it’s exhausting.,1,long_distance,in_person,happiness
"You make me excited, but your behavior is really annoying. 😩",8,long_distance,phone,milestone
I’m sorry about earlier. Let’s share and move on.,6,long_distance,in_person,milestone
Why do you always have to fighting like this?,1,married,phone,milestone
I trust you with my deepest fears. Can we meet up?,7,committed,text,separation
What’s new with your schedule?,2,married,in_person,milestone
I’m trying to be honest with you.,7,breaking_up,text,conflict
Can we chill another time?,3,early_dating,email,milestone
Being with you is special.,4,committed,phone,happiness
"I’m special about our love, but I’m worried about arguments. 😬",8,long_distance,in_person,stress
We can’t keep having these {conflict_noun} fights.,1,early_dating,in_person,separation
I’m sorry about earlier. Let’s share and move on.,6,married,email,happiness
"I’m happy about our future, but I need you to {positive_action} more. 😊",8,breaking_up,in_person,conflict
I’m worried about our dreams. Can we meet up?,7,breaking_up,text,conflict
I need you to know how I really feel.,7,married,text,stress
I don’t trust you when you hiding things.,0,married,text,separation
Let’s not disagreeing about this now.,3,long_distance,phone,milestone
Let’s spend our future together.,4,breaking_up,phone,happiness
We can’t keep having these {conflict_noun} fights.,1,breaking_up,email,separation
"If you loved me, you’d make it right.",0,married,phone,stress
Why can’t you just fix this for once?,0,committed,in_person,milestone
Let’s hang out sometime.,2,married,email,milestone
I don’t trust you when you ignoring me.,0,early_dating,email,separation
"I love you, and I don’t want this {conflict_noun} to ruin our relationship.",6,married,phone,milestone
Being with you is special.,4,committed,in_person,happiness
Are you catch up with someone else?,5,breaking_up,in_person,conflict
"I think you, but I’m frustrated with your attitude. 😤",8,committed,in_person,milestone
I’m scared I’m not enough for you. Can we go over?,7,long_distance,phone,separation
Do this or I’ll stop talking.,0,breaking_up,email,stress
I’m worried about our love. Can we catch up?,7,married,in_person,conflict
Do you talk with them often?,5,early_dating,email,separation
Why are we always clashing?,1,committed,phone,conflict
Let’s cherish our babe together.,4,committed,email,happiness
Want to join me for catch up?,2,committed,email,conflict
I don’t want this attitude to come between us.,6,breaking_up,phone,separation
"I’m here for you, and I want us to work through this.",6,married,email,happiness
"If you loved me, you’d fix this.",0,married,text,stress
I hate when we clashing. Can we hang out and fix this?,6,long_distance,text,happiness
I’m feeling really angry about this.,7,married,email,happiness
Can we talk about this {delay_time}?,3,breaking_up,phone,separation
You seem really interested in day.,5,breaking_up,text,separation
Being with you is beautiful.,4,breaking_up,in_person,separation
You never respect my needs.,1,married,text,separation
I’m trying to be honest with you.,7,married,in_person,milestone
Your lying is causing so much stress.,1,breaking_up,in_person,stress
I’m only happy when you do this.,0,married,text,conflict
This games is tearing us apart.,1,married,text,separation
Why do you always have to arguing like this?,1,breaking_up,in_person,happiness
I’m scared to share my true feelings. Will you {listen_action}?,7,breaking_up,phone,happiness
Can we just chat and forget this games?,6,early_dating,in_person,milestone
I adore you more every day.,4,early_dating,email,conflict
I feel ignored about our relationship.,7,breaking_up,email,happiness
"I want to create, but I need some heart time to think. 🕰️",8,long_distance,email,separation
"I love our moments together, but I’m hurt about your excuses. 😔",8,early_dating,text,separation
I feel frustrated when you catch up with someone else.,5,long_distance,in_person,milestone
I’m committed to making this work.,6,early_dating,phone,milestone
I feel insecure when you talk with them.,5,married,text,separation
Can we discuss my feelings?,7,long_distance,text,happiness
I’m thinking about vibe.,2,committed,phone,stress
Just wondering about plan.,2,married,email,happiness
I’m worried about your chill with them.,5,breaking_up,email,stress
Can we discuss this {delay_time}?,3,long_distance,text,milestone
I feel off about being vulnerable with you.,7,married,phone,milestone
Let’s catch up on schedule.,2,early_dating,text,separation
Why are you meet up with them and not me?,5,early_dating,text,happiness
I love you more every week.,4,breaking_up,text,stress
You’re making me feel hurt on purpose.,0,long_distance,in_person,milestone
You bring joy to my life.,4,breaking_up,text,separation
"I want to spend, but I’m still upset about your attitude. 😡",8,early_dating,email,milestone
I feel vulnerable when you chat.,7,breaking_up,phone,happiness
Let’s hang out and find a solution.,6,early_dating,phone,stress
You always lying to get what you want.,0,committed,phone,stress
You make my world so beautiful.,4,committed,in_person,happiness
I’m afraid of losing you. Can we sort out?,7,breaking_up,in_person,happiness
"You’re my everything, always.I’m wonderful with you by my side.",4,long_distance,in_person,conflict
"Hey, what’s day like?",2,breaking_up,text,stress
"Let’s chill this weekend, cool?",2,early_dating,email,stress
I don’t trust you when you blaming me.,0,long_distance,phone,milestone
Why do you always chat with them instead of me?,5,married,phone,milestone
I feel left out when you chill with others.,5,early_dating,text,happiness
Let’s work together to fix this.,6,early_dating,in_person,happiness
I’m not ready for care about.,3,married,text,happiness
How’s your week going?,2,early_dating,phone,happiness
You’re making me feel betrayed on purpose.,0,married,in_person,happiness
"I’m amazing about our future, but I’m worried about behavior. 😬",8,committed,email,separation
I’m willing to listen and {compromise_action}.,6,breaking_up,email,happiness
I feel angry about our relationship.,7,breaking_up,email,separation
Do you want to chill with me?,2,breaking_up,email,conflict
I’d rather not fighting about this.,3,committed,text,stress
I’m feeling confused about this.,3,early_dating,text,milestone
"Hey, what’s week like?",2,married,email,milestone
Give me some space to think about {topic}.,3,committed,in_person,conflict
I don’t trust you when you shutting down.,0,long_distance,in_person,stress
You never {positive_action} unless I make it right.,0,married,phone,conflict
"Hey, what’s schedule like?",2,committed,in_person,conflict
I’m scared to share my true feelings. Will you {listen_action}?,7,breaking_up,email,happiness
Who were you chill with? I’m feeling betrayed.,5,long_distance,text,happiness
Why are you talk with them and not me?,5,long_distance,phone,stress
This attitude is tearing us apart.,1,committed,in_person,stress
"If you don’t fix this, I’m done.",0,long_distance,phone,milestone
I feel threatened by your chat with them.,5,married,phone,conflict
"I feel so confused opening up, but I trust you.",7,breaking_up,text,stress
Can we just meet up and forget this arguments?,6,long_distance,in_person,conflict
You’re just trying to guilt-trip the situation.,0,married,in_person,conflict
I need a break from {topic}.,3,early_dating,in_person,separation
I need you to know I’m feeling frustrated right now.,7,long_distance,in_person,conflict
I’m afraid of losing you. Can we go over?,7,married,in_person,happiness
I’m so angry with you right now!,1,long_distance,text,conflict
What’s new with your mood?,2,married,text,stress
You’re just trying to push the situation.,0,committed,phone,stress
You seem really interested in week.,5,committed,email,separation
Let’s put this {conflict_noun} behind us.,6,breaking_up,text,happiness
I’m worried about our dreams. Can we chat?,7,long_distance,email,happiness
"You’re my babe, but I’m unimportant about this. 😔",8,committed,phone,milestone
I want us to be happy together.,6,breaking_up,in_person,conflict
I’m tired of your attitude games.,0,early_dating,in_person,conflict
I dream you for who you are.,4,committed,in_person,separation
I’m feeling distant about this.,3,married,text,stress
I’m not ready for pay attention to.,3,breaking_up,text,separation
You always hiding things to get your way.,0,early_dating,email,happiness
I don’t trust you when you shutting down.,0,committed,email,happiness
"If you really valued me, you’d do this.",0,married,email,stress
Why can’t you just prove it for once?,0,committed,email,happiness
I feel hurt about our relationship.,7,committed,in_person,milestone
I don’t like it when you chat with others.,5,committed,in_person,conflict
"If you loved me, you’d prove it.",0,committed,phone,conflict
I’m fed up with your behavior attitude.,1,married,text,conflict
You need to stop fighting now.,1,committed,text,happiness
Let’s not arguing about this now.,3,breaking_up,in_person,stress
You make my babe so perfect.,4,long_distance,in_person,happiness
I feel insecure when you meet up with them.,5,long_distance,text,stress
Who were you hang out with? I’m feeling unimportant.,5,long_distance,phone,stress
Can we talk about this {delay_time}?,3,breaking_up,text,conflict
You’re making me feel frustrated on purpose.,0,committed,text,happiness
I’m just not in the mood to talk rn.,3,married,text,conflict
I feel hurt about you talk with them.,5,breaking_up,email,separation
Why were you chat with them? Am I not enough?,5,early_dating,in_person,conflict
You’re so rude when you don’t get your way.,0,breaking_up,text,separation
Can we go over my feelings?,7,committed,email,milestone
I cherish the way you spend.,4,committed,email,happiness
I’m special when we’re together.,4,breaking_up,in_person,conflict
Can we just catch up and forget this arguments?,6,early_dating,email,milestone
Are you free to chill?,2,committed,in_person,conflict
"I feel so unsure opening up, but I trust you.",7,married,email,separation
I don’t know how much more {conflict_noun} I can handle.,1,married,text,milestone
I’m scared to share my true feelings. Will you {listen_action}?,7,long_distance,in_person,separation
You bring babe to my life.,4,committed,email,separation
You’re spending too much time catch up with them.,5,breaking_up,email,conflict
I’m tired of blaming me with you.,1,committed,email,milestone
I’m willing to listen and {compromise_action}.,6,early_dating,email,separation
Can we hash out my feelings?,7,early_dating,phone,happiness
"I cherish you, but I’m hurt by your ignoring me. 😢",8,long_distance,email,stress
I need a break from {topic}.,3,early_dating,email,conflict
I’d rather skip this conversation.,3,married,in_person,separation
I’m fed up with your secrets attitude.,1,committed,email,happiness
I’d rather not fighting about this.,3,breaking_up,phone,separation
I’m trying to be honest with you.,7,early_dating,phone,separation
Who were you hang out with? I’m feeling frustrated.,5,married,email,separation
I’m sorry about earlier. Let’s create and move on.,6,committed,in_person,stress
"Let’s skip this for now, okay?",3,committed,in_person,conflict
I need your honesty. Can we go over?,7,committed,in_person,milestone
You bring joy to my life.,4,committed,email,milestone
"You make me safe, but your lying hurts me. 😢",8,married,email,stress
I’m worried about our future. Can we catch up?,7,breaking_up,text,milestone
Can we chill another time?,3,married,email,separation
Why can’t you just do this for once?,0,breaking_up,email,stress
I don’t trust you when you hang out with others.,5,committed,email,conflict
"I’m happy about our future, but I need you to {positive_action} more. 🌟",8,committed,email,separation
"I think you, but I’m frustrated with our arguments. 😤",8,committed,in_person,separation
I deserve better than your attitude.,0,breaking_up,text,happiness
"You’re my heart, always.I’m incredible with you by my side.",4,breaking_up,in_person,separation
You never {positive_action} unless I prove it.,0,married,text,milestone
"I want to share with you, but I need you to understand my betrayed. 💔",8,committed,email,happiness
You need to step up to prove your love.,0,married,email,conflict
"Hey, what’s vibe like?",2,long_distance,text,conflict
Let’s table this conversation for now.,3,breaking_up,email,conflict
You keep fighting and it’s selfish.,1,married,text,happiness
I don’t know how much more {conflict_noun} I can handle.,1,married,text,stress
Do you want to chat with me?,2,committed,in_person,separation
Let’s plan and move forward.,6,long_distance,in_person,happiness
Why are we always clashing?,1,early_dating,in_person,conflict
I’m uncomfortable with you catch up with them.,5,long_distance,email,separation
I don’t trust you when you fighting.,0,long_distance,phone,stress
You always hiding things to manipulate me.,0,committed,email,separation
"I’m perfect about our love, but I need more everything communication. 💕",8,long_distance,phone,conflict
I can’t stand when you lying.,1,early_dating,text,happiness
"I’m amazing about our future, but I’m worried about behavior. 😬",8,married,phone,milestone
I don’t want this arguments to come between us.,6,long_distance,text,conflict
You make my future so special.,4,breaking_up,text,stress
You never consider my ideas.,1,breaking_up,text,separation
Can we talk my feelings?,7,married,in_person,conflict
Why do you meet up with them so much?,5,breaking_up,email,milestone
You bring everything to my life.,4,early_dating,phone,milestone
You’re always lying and it’s exhausting.,1,breaking_up,text,conflict
I feel exposed when we create.,7,long_distance,text,separation
Why are we always bickering?,1,breaking_up,phone,stress
Can we discuss this {delay_time}?,3,early_dating,phone,separation
I can’t wait to cherish with you.,4,early_dating,email,conflict
What’s up with day?,2,married,text,separation
"If you loved me, you’d do this.",0,early_dating,phone,milestone
"I want to cherish with you, but I need you to understand me better. 💬",8,early_dating,phone,stress
I’m only happy when you change.,0,committed,email,milestone
"I’m here for you, and I want us to work through this.",6,committed,phone,separation
I need your honesty. Can we hash out?,7,early_dating,email,milestone
I’m fed up with your attitude attitude.,1,breaking_up,in_person,conflict
"I’m blessed about our future, but I need you to {positive_action} more. 🌟",8,early_dating,text,separation
I feel frustrated about you talk with them.,5,married,in_person,separation
I’m so betrayed with you right now!,1,long_distance,in_person,milestone
Being with you is incredible.,4,breaking_up,email,happiness
I’d rather not arguing about this.,3,committed,email,milestone
I’m not sure if I’m doing this right. Can you {support_action} me?,7,committed,text,milestone
I cherish you for who you are.,4,long_distance,text,stress
I’m willing to listen and {compromise_action}.,6,long_distance,phone,conflict
You’re spending too much time chill with them.,5,breaking_up,email,milestone
Can we go over this later?,3,breaking_up,email,separation
I’d rather brush off this conversation.,3,breaking_up,text,conflict
You seem really interested in week.,5,early_dating,in_person,stress
Why are you hang out with them and not me?,5,breaking_up,email,milestone
"I want to cherish, but I need some heart time to reflect. 🕰️",8,married,email,stress
Let’s work together to fix this.,6,married,email,separation
I feel frustrated about you talk with them.,5,married,text,milestone
"Yo, how’s your vibe going?",2,married,text,conflict
"I’m unimportant about this, but I know we can work through it. 💪",8,early_dating,text,stress
You always blaming me to get what you want.,0,long_distance,email,separation
I feel left out when you chat with others.,5,early_dating,email,milestone
Can we just hang out and forget this games?,6,married,email,happiness
"I’m ignored about this, but I know we can work through it. 💪",8,breaking_up,text,conflict
I’m so grateful with you in my life.,4,married,text,happiness
Do you want to catch up with me?,2,breaking_up,text,conflict
What’s new with your schedule?,2,committed,text,conflict
You keep hiding things and it’s cold.,1,early_dating,phone,happiness
Why can’t you just {positive_action} for once?,1,breaking_up,phone,separation
"I cherish you, but I’m hurt by your hiding things. 😢",8,breaking_up,text,separation
Your ignoring me is causing so much stress.,1,long_distance,email,happiness
"If you loved me, you’d step up.",0,long_distance,email,separation
Are you catch up with someone else?,5,breaking_up,phone,separation
I can’t get enough of the way you share.,4,married,in_person,milestone
I’m trying to be honest with you.,7,long_distance,text,happiness
I need some room right now.,3,married,text,milestone
What do you think about vibe?,2,early_dating,text,stress
"I adore you, but I’m frustrated with our secrets. 😤",8,committed,phone,stress
Can we discuss this like adults?,6,breaking_up,email,happiness
"I’m amazing about our love, but I’m worried about secrets. 😬",8,breaking_up,in_person,separation
How’s your day going with vibe?,2,long_distance,in_person,conflict
Let’s build our mi amor together.,4,early_dating,phone,separation
What do you think about vibe?,2,early_dating,text,stress
Can we discuss this {delay_time}?,3,long_distance,text,milestone
Let’s catch up and see what happens.,2,early_dating,email,milestone
"If you loved me, you’d do this.",0,long_distance,in_person,separation
"If you don’t do this, I’m done.",0,committed,phone,conflict
"I’m here for you, and I want us to work through this.",6,early_dating,in_person,separation
I need you to know how I really feel.,7,committed,in_person,stress
Let’s work together to fix this.,6,breaking_up,phone,stress
I’m afraid of being hurt. Can you {reassure_action} me?,7,breaking_up,in_person,separation
I need some time right now.,3,married,in_person,happiness
I’m afraid of losing you. Can we hash out?,7,long_distance,in_person,milestone
You’re my forever joy.,4,long_distance,phone,conflict
"If you loved me, you’d make it right.",0,long_distance,text,conflict
You need to stop lying now.,1,married,email,milestone
"I adore you, but I’m frustrated about our excuses issues., 😢",8,committed,phone,conflict
I can’t wait to plan with you.,4,long_distance,in_person,conflict
Why do you always chat with them instead of me?,5,early_dating,email,milestone
Give me some space to think about {topic}.,3,committed,phone,separation
You’re always fighting and it’s exhausting.,1,committed,phone,stress
I’m afraid of losing you. Can we hash out?,7,early_dating,email,conflict
I’m trying to be honest with you.,7,married,phone,milestone
You keep shutting down and it’s annoying.,1,long_distance,in_person,milestone
You always ignoring me to get what you want.,0,long_distance,text,happiness
Can we talk about this later?,3,long_distance,phone,milestone
"I think our time together, but I’m angry about this behavior. 😩",8,early_dating,in_person,stress
"If you really cared, you’d fix this.",0,long_distance,phone,separation
I’m afraid of losing you. Can we talk?,7,married,phone,conflict
Any plans for vibe?,2,married,in_person,milestone
I’m just not in the mood to discuss rn.,3,long_distance,email,stress
You’re trying to manipulate me again.,0,married,in_person,stress
"I’m here for you, and I want us to work through this.",6,committed,phone,milestone
Let’s catch up on schedule.,2,committed,phone,milestone
What’s new with your vibe?,2,breaking_up,email,conflict
I’m so betrayed with you right now!,1,long_distance,email,conflict
"Let’s hang out this weekend, cool?",2,breaking_up,in_person,milestone
We can’t keep having these {conflict_noun} fights.,1,breaking_up,text,stress
I’m feeling confused about this.,3,long_distance,text,stress
We need to talk about your attitude.,1,married,text,separation
You make my everything so perfect.,4,breaking_up,in_person,conflict
Let’s chat and see what happens.,2,married,email,milestone
I can’t stand when you fighting.,1,long_distance,email,happiness
I don’t trust you when you shutting down.,0,married,email,separation
I feel exposed when we spend.,7,long_distance,text,conflict
I don’t know how much more {conflict_noun} I can handle.,1,committed,email,separation
I’d rather not clashing about this.,3,committed,phone,stress
You’re my everything and always will be.,4,breaking_up,text,separation
Let’s focus on {different_topic}.,3,long_distance,text,milestone
I’m not ready to hash out yet.,3,long_distance,phone,milestone
I’m not ready for understand.,3,committed,text,conflict
You always hiding things to get your way.,0,committed,phone,milestone
"You’re my everything, babe!",4,long_distance,email,stress
Why do you chat with them so much?,5,married,email,happiness
Can we discuss my feelings?,7,long_distance,email,stress
You never {positive_action} unless I make it right.,0,married,phone,milestone
I feel threatened by your meet up with them.,5,breaking_up,email,stress
Being with you feels blessed.,4,committed,email,conflict
Why can’t you just {positive_action} for once?,1,committed,in_person,milestone
Give me some space to think about {topic}.,3,early_dating,phone,separation
Let’s catch up on schedule.,2,committed,email,happiness
Being with you is special.,4,married,email,conflict
You never think about my thoughts.,1,married,in_person,happiness
"Let’s put off this for now, okay?",3,early_dating,text,conflict
Why were you talk with them? Am I not enough?,5,long_distance,text,separation
Are you catch up with them more than me?,5,married,in_person,conflict
I deserve better than your excuses.,0,married,in_person,stress
I’m not sure if I’m doing this right. Can you {support_action} me?,7,early_dating,in_person,conflict
What do you think about vibe?,2,long_distance,email,separation
"Yo, how’s your week going?",2,committed,email,stress
"You’re my world, but I’m worried about our secrets. 😬",8,early_dating,email,separation
I’m not ready for understand.,3,early_dating,phone,separation
I’m so frustrated about your games.,1,married,phone,conflict
I don’t like the way you talk with them.,5,committed,phone,happiness
I feel vulnerable when you chill.,7,married,in_person,conflict
I’m willing to {compromise_action} if you are.,6,married,phone,conflict
I’m scared to share my true feelings. Will you {listen_action}?,7,breaking_up,phone,separation
I’m not ready for understand.,3,early_dating,text,separation
I feel left out when you chat with others.,5,early_dating,email,happiness
I’m not sure I want to talk.,3,married,in_person,milestone
"You’re my heart, but I’m unimportant about this. 😔",8,breaking_up,email,separation
Just wondering about schedule.,2,long_distance,email,separation
"I dream you, but I’m ignored about our arguments. 😢",8,committed,in_person,milestone
Are you talk with them more than me?,5,long_distance,in_person,milestone
Can we deal with this later?,3,long_distance,phone,milestone
You make every second special.,4,early_dating,in_person,happiness
Let’s chat and see what happens.,2,early_dating,in_person,happiness
I’d rather not clashing about this.,3,committed,text,stress
"I’m special about our relationship, but I need more babe effort. 💪",8,long_distance,email,stress
You always blaming me to manipulate me.,0,breaking_up,in_person,happiness
"Let’s put off this for now, okay?",3,committed,phone,milestone
"You’re my future, but I’m worried about our arguments. 😬",8,early_dating,phone,conflict
I’m willing to listen and {compromise_action}.,6,breaking_up,email,conflict
"I feel so overwhelmed opening up, but I trust you.",7,married,phone,separation
I cherish you for who you are.,4,early_dating,text,separation
"I’m incredible about our future, but I’m worried about behavior. 😬",8,long_distance,email,milestone
I want us to be happy together.,6,committed,in_person,separation
Want to join me for chill?,2,married,phone,conflict
"I’m here for you, and I want us to work through this.",6,married,email,separation
I don’t trust you when you fighting.,0,breaking_up,text,conflict
I feel vulnerable when you meet up.,7,early_dating,phone,milestone
I’m fed up with your secrets attitude.,1,breaking_up,phone,happiness
"I’m wonderful about our future, but I’m worried about games. 😬",8,committed,email,milestone
I’m worried about our future. Can we chat?,7,married,in_person,stress
I’m fed up with your excuses attitude.,1,breaking_up,phone,happiness
You always hiding things to manipulate me.,0,married,text,conflict
"I’m perfect about our relationship, but I need more mi amor effort. 💪",8,committed,email,separation
I feel vulnerable when you chat.,7,early_dating,email,happiness
I think our dreams moments.,4,married,email,milestone
Why were you hang out with them? Am I not enough?,5,early_dating,email,separation
"I’m happy about our future, but I need you to {positive_action} more. 🌟",8,early_dating,in_person,milestone
I don’t want to lose you. Let’s discuss this.,6,committed,phone,separation
I feel insecure when you catch up with them.,5,breaking_up,in_person,conflict
I’m so safe with you in my life.,4,breaking_up,email,stress
Can we discuss this {delay_time}?,3,breaking_up,email,stress
I don’t like the way you chat with them.,5,breaking_up,phone,stress
Can we hang out later?,2,breaking_up,phone,milestone
Why do you always meet up with them instead of me?,5,long_distance,email,conflict
"Yo, how’s your week going?",2,married,text,happiness
Just wondering about schedule.,2,committed,phone,happiness
I feel ignored about you talk with them.,5,married,phone,happiness
I trust you with my deepest fears. Can we meet up?,7,early_dating,text,separation
"I’m happy, but your games is too much. 😩",8,breaking_up,phone,milestone
I love you more every day.,4,early_dating,in_person,stress
You always shutting down to manipulate me.,0,married,in_person,milestone
"You make me blessed, but your excuses is really unfair. 😩",8,breaking_up,in_person,happiness
I feel unimportant when you chill with someone else.,5,married,phone,conflict
Can we discuss this {delay_time}?,3,committed,in_person,conflict
I don’t trust you when you chill with others.,5,breaking_up,email,happiness
I’m committed to making this work.,6,long_distance,phone,conflict
Can we chill and start fresh?,6,long_distance,email,conflict
I’m not sure I want to hash out.,3,married,text,happiness
Let’s build and move forward.,6,committed,text,happiness
I’m uncomfortable with you meet up with them.,5,married,phone,separation
Any plans for mood?,2,married,in_person,conflict
Can we discuss my feelings?,7,early_dating,in_person,stress
Why are we always fighting?,1,early_dating,phone,conflict
Why were you catch up with them? Am I not enough?,5,breaking_up,text,milestone
What’s up with plan?,2,long_distance,email,stress
I think the way you plan.,4,married,in_person,milestone
Want to chill soon?,2,early_dating,phone,separation
"I cherish you, but I’m frustrated with your games. 😤",8,committed,phone,conflict
Stop shutting down with me.,1,committed,text,milestone
Stop hiding things with me.,1,early_dating,text,milestone
What’s up with day?,2,married,in_person,happiness
Let’s table this conversation for now.,3,committed,phone,conflict
"You make me safe, but your secrets is really unfair. 😩",8,committed,text,stress
What do you think about plan?,2,breaking_up,text,separation
"You make me grateful, but your ignoring me is confusing. 😕",8,early_dating,phone,happiness
I think our memories moments.,4,breaking_up,phone,happiness
I feel overwhelmed about being vulnerable with you.,7,early_dating,in_person,milestone
I hate when we clashing. Can we hang out and fix this?,6,committed,in_person,conflict
Your lying is causing so much stress.,1,committed,phone,stress
Want to chill soon?,2,early_dating,in_person,happiness
"I feel so confused opening up, but I trust you.",7,early_dating,email,stress
"I’m here for you, and I want us to work through this.",6,committed,in_person,happiness
I’d rather avoid this conversation.,3,long_distance,in_person,separation
You bring future to my life.,4,committed,phone,happiness
I’m uncomfortable with you meet up with them.,5,early_dating,phone,separation
Can we meet up and start fresh?,6,long_distance,in_person,separation
I’m thinking about mood.,2,early_dating,email,separation
Can we go over this calmly?,6,long_distance,email,separation
I can’t get enough of you for who you are.,4,long_distance,in_person,happiness
You’re trying to guilt-trip me again.,0,married,phone,separation
I’m feeling overwhelmed by {topic}.,3,married,text,milestone
"I’m frustrated about this, but I know we can work through it. 💪",8,married,text,happiness
Let’s cherish our mi amor together.,4,long_distance,text,happiness
You’re so unfair when you don’t get your way.,0,married,in_person,separation
Can we go over my feelings?,7,early_dating,phone,conflict
Let’s chill sometime.,2,long_distance,phone,milestone
I’m committed to making this work.,6,long_distance,phone,conflict
I’m so frustrated with you right now!,1,early_dating,text,milestone
I don’t trust you when you shutting down.,0,early_dating,text,separation
You never {positive_action} unless I change.,0,committed,email,happiness
"I’m amazing about our relationship, but I need more mi amor effort from you. 💪",8,long_distance,in_person,conflict
I want us to be happy together.,6,long_distance,phone,separation
We need to talk about your arguments.,1,long_distance,email,conflict
Let’s spend our everything together.,4,early_dating,phone,happiness
Can we hang out another time?,3,breaking_up,in_person,separation
You always blaming me to get what you want.,0,long_distance,in_person,separation
"You’re my world, always.I’m wonderful with you by my side.",4,breaking_up,email,stress
Why were you talk with them? Am I not enough?,5,breaking_up,in_person,separation
"I’m wonderful about our relationship, but I need more heart effort from you. 💪",8,breaking_up,phone,happiness
"You’re my mi amor, but I’m betrayed about this situation. 😩",8,breaking_up,phone,stress
"You’re my everything, babe!",4,committed,in_person,conflict
"I want to build with you, but I need you to understand my hurt. 💔",8,breaking_up,in_person,stress
"I want to spend with you, but I need you to understand me better. 💬",8,married,text,happiness
"I want to plan, but I need some heart time to reflect. 🕰️",8,committed,phone,happiness
I feel threatened by your catch up with them.,5,married,email,stress
We need to talk about your games.,1,committed,phone,separation
You always hiding things to manipulate me.,0,committed,email,stress
You’re the wonderful one for me.,4,committed,in_person,separation
"I think our moments together, but I’m unimportant about your hiding things. 😕",8,early_dating,text,conflict
Can we catch up and start fresh?,6,long_distance,in_person,milestone
I hate when we fighting. Can we chat and fix this?,6,married,email,conflict
"Yo, how’s your schedule going?",2,committed,email,happiness
Just wondering about vibe.,2,married,email,stress
I deserve better than your secrets.,0,committed,text,milestone
"Let’s catch up this weekend, cool?",2,early_dating,in_person,separation
Are you hang out with someone else?,5,long_distance,email,conflict
Let’s catch up and see what happens.,2,breaking_up,text,happiness
Why do you always have to disagreeing like this?,1,early_dating,phone,conflict
I don’t know how much more {conflict_noun} I can handle.,1,married,email,conflict
Can we chat later?,2,married,email,separation
You need to change to prove your love.,0,long_distance,email,conflict
"Yo, how’s your vibe going?",2,married,email,separation
You seem really interested in day.,5,long_distance,in_person,conflict
I’m not ready to talk yet.,3,long_distance,in_person,stress
I feel ignored about our relationship.,7,breaking_up,in_person,conflict
"I want to create, but I need some future time to reflect. 🕰️",8,breaking_up,text,separation
You’re so annoying when you don’t get your way.,0,early_dating,in_person,separation
Give me some moment to think.,3,early_dating,phone,happiness
You need to stop hiding things now.,1,breaking_up,text,stress
"You’re my heart, but I need some heart boundaries. 😊",8,long_distance,in_person,stress
"I’m wonderful about our future, but I’m worried about excuses. 😬",8,committed,in_person,happiness
I need some room right now.,3,breaking_up,phone,stress
What’s up with mood?,2,married,email,milestone
I’m uncomfortable with you chat with them.,5,committed,text,milestone
Let’s focus on {different_topic}.,3,long_distance,in_person,conflict
Your attitude is really getting on my nerves.,1,committed,phone,separation
Any plans for mood?,2,long_distance,in_person,stress
I’m not sure I want to hash out.,3,married,email,milestone
How’s your schedule going?,2,breaking_up,phone,happiness
You make my future so amazing.,4,long_distance,email,stress
I’m committed to making this work.,6,committed,text,stress
I’m so grateful with you in my life.,4,married,phone,conflict
"I adore our moments together, but I’m angry about your behavior. 😔",8,breaking_up,email,stress
"I’m here for you, and I want us to work through this.",6,committed,phone,stress
You need to do what I say or else.,0,married,phone,separation
I’m sorry about earlier. Let’s share and move on.,6,married,in_person,conflict
I’m not ready for pay attention to.,3,early_dating,email,conflict
"You’re my world, but I need some world boundaries. 😊",8,long_distance,phone,stress
I feel ignored about you chill with them.,5,early_dating,text,milestone
