id,text,label,Location,Purchase Frequency,Preferred Category,Loyalty Status,Device Used,Subscription Status,Feedback Sentiment Score,Days Since Last Purchase
7186,Decent product for the price.,Positive,Chicago,Low,Electronics,Regular,Desktop,No,0.98,23
7187,Absolutely love this! Worth every penny.,Negative,Los Angeles,Low,Clothing,Regular,Desktop,Yes,-0.51,73
7188,Not worth the money. Save your cash.,Neutral,San Antonio,Low,Home Goods,Occasional,Desktop,Yes,0.13,33
7189,"It works fine, nothing special though.",Positive,New York,Medium,Electronics,Regular,Desktop,Yes,0.56,36
7190,Great service and fast shipping!,Negative,Philadelphia,Low,Clothing,New,Tablet,Yes,-0.71,64
7191,The product is amazing! Highly recommend it.,Neutral,Los Angeles,Low,Clothing,Regular,Tablet,No,0.09,12
7192,"Terrible quality, would not buy again.",Positive,Phoenix,Medium,Clothing,Occasional,Desktop,Yes,0.54,62
7193,"It's okay, but could be better.",Negative,San Antonio,Medium,Toys,Regular,Desktop,Yes,-0.55,26
7194,Best purchase ever! Love the features.,Neutral,Houston,Medium,Sports,New,Tablet,No,0.14,37
7195,"The delivery was late, and the item was damaged.",Positive,Phoenix,Medium,Books,Occasional,Desktop,Yes,0.97,48
7196,Decent product for the price.,Negative,Houston,Medium,Electronics,New,Desktop,Yes,-0.74,74
7197,Absolutely love this! Worth every penny.,Neutral,Houston,Medium,Sports,Occasional,Desktop,Yes,-0.07,44
7198,Not worth the money. Save your cash.,Positive,Phoenix,High,Toys,Occasional,Mobile,Yes,0.75,11
7199,"It works fine, nothing special though.",Negative,San Antonio,Medium,Electronics,New,Desktop,No,-0.64,83
7200,Great service and fast shipping!,Neutral,Phoenix,Medium,Sports,Regular,Mobile,Yes,-0.03,69
7201,The product is amazing! Highly recommend it.,Positive,Los Angeles,Medium,Toys,Occasional,Desktop,No,0.68,24
7202,"Terrible quality, would not buy again.",Negative,Philadelphia,Low,Books,Regular,Desktop,Yes,-0.96,99
7203,"It's okay, but could be better.",Neutral,Philadelphia,High,Clothing,Occasional,Tablet,No,-0.02,92
7204,Best purchase ever! Love the features.,Positive,Phoenix,Low,Sports,New,Tablet,Yes,0.7,94
7205,"The delivery was late, and the item was damaged.",Negative,Los Angeles,High,Sports,New,Tablet,No,-0.67,19
7206,Decent product for the price.,Neutral,Philadelphia,Low,Electronics,Regular,Mobile,No,-0.02,70
7207,Absolutely love this! Worth every penny.,Positive,Los Angeles,High,Clothing,Regular,Mobile,Yes,0.5,56
7208,Not worth the money. Save your cash.,Negative,Los Angeles,Medium,Books,Regular,Desktop,Yes,-0.76,49
7209,"It works fine, nothing special though.",Neutral,Houston,Medium,Electronics,Regular,Mobile,No,0.11,83
7210,Great service and fast shipping!,Positive,Philadelphia,Medium,Home Goods,Regular,Tablet,No,0.97,57
7211,The product is amazing! Highly recommend it.,Negative,Philadelphia,Medium,Home Goods,Regular,Mobile,Yes,-0.9,95
7212,"Terrible quality, would not buy again.",Neutral,Houston,Medium,Home Goods,New,Desktop,No,-0.03,11
7213,"It's okay, but could be better.",Positive,Phoenix,Low,Books,Occasional,Mobile,Yes,0.92,63
7214,Best purchase ever! Love the features.,Negative,Houston,Medium,Home Goods,Occasional,Tablet,No,-0.98,81
7215,"The delivery was late, and the item was damaged.",Neutral,Philadelphia,Medium,Sports,Occasional,Desktop,No,-0.06,17
7216,Decent product for the price.,Positive,Philadelphia,Low,Electronics,Occasional,Mobile,Yes,0.8,15
7217,Absolutely love this! Worth every penny.,Negative,San Antonio,High,Sports,New,Desktop,Yes,-0.83,70
7218,Not worth the money. Save your cash.,Neutral,Phoenix,Medium,Home Goods,Occasional,Desktop,Yes,-0.0,62
7219,"It works fine, nothing special though.",Positive,Houston,Medium,Electronics,Regular,Mobile,No,0.97,32
7220,Great service and fast shipping!,Negative,New York,High,Sports,Occasional,Desktop,Yes,-0.99,40
7221,The product is amazing! Highly recommend it.,Neutral,New York,Medium,Books,New,Mobile,No,-0.17,11
7222,"Terrible quality, would not buy again.",Positive,Phoenix,Medium,Clothing,Regular,Tablet,Yes,0.6,13
7223,"It's okay, but could be better.",Negative,Houston,Medium,Sports,Occasional,Tablet,Yes,-0.81,81
7224,Best purchase ever! Love the features.,Neutral,Houston,High,Toys,Regular,Mobile,No,-0.01,28
7225,"The delivery was late, and the item was damaged.",Positive,Los Angeles,Low,Home Goods,Regular,Mobile,Yes,0.52,82
7226,Decent product for the price.,Negative,Philadelphia,Medium,Toys,New,Desktop,Yes,-0.56,28
7227,Absolutely love this! Worth every penny.,Neutral,Chicago,Medium,Clothing,Regular,Mobile,Yes,0.1,48
7228,Not worth the money. Save your cash.,Positive,San Antonio,Low,Books,Regular,Desktop,Yes,0.63,55
7229,"It works fine, nothing special though.",Negative,Phoenix,Low,Sports,Regular,Tablet,Yes,-0.87,16
7230,Great service and fast shipping!,Neutral,Chicago,Medium,Books,New,Mobile,Yes,-0.19,36
7231,The product is amazing! Highly recommend it.,Positive,Chicago,Medium,Clothing,Regular,Tablet,No,0.7,40
7232,"Terrible quality, would not buy again.",Negative,Phoenix,High,Toys,New,Mobile,No,-0.87,20
7233,"It's okay, but could be better.",Neutral,Houston,Medium,Sports,Regular,Tablet,Yes,0.05,91
7234,Best purchase ever! Love the features.,Positive,Phoenix,Medium,Home Goods,New,Mobile,Yes,0.77,97
7235,"The delivery was late, and the item was damaged.",Negative,Chicago,Low,Electronics,New,Mobile,No,-0.52,2
7236,Decent product for the price.,Neutral,Philadelphia,Low,Books,Regular,Desktop,No,0.12,77
7237,Absolutely love this! Worth every penny.,Positive,San Antonio,Medium,Clothing,Regular,Desktop,Yes,0.54,2
7238,Not worth the money. Save your cash.,Negative,San Antonio,Medium,Sports,Regular,Mobile,Yes,-0.65,69
7239,"It works fine, nothing special though.",Neutral,Philadelphia,Low,Toys,Occasional,Desktop,Yes,-0.16,70
7240,Great service and fast shipping!,Positive,Philadelphia,Medium,Home Goods,Regular,Mobile,Yes,0.66,50
7241,The product is amazing! Highly recommend it.,Negative,Houston,High,Toys,Regular,Mobile,Yes,-0.72,96
7242,"Terrible quality, would not buy again.",Neutral,New York,Medium,Home Goods,Regular,Tablet,Yes,-0.0,48
7243,"It's okay, but could be better.",Positive,Phoenix,Medium,Sports,Regular,Desktop,Yes,0.85,24
7244,Best purchase ever! Love the features.,Negative,San Antonio,Medium,Electronics,Regular,Desktop,No,-0.59,81
7245,"The delivery was late, and the item was damaged.",Neutral,Philadelphia,Low,Electronics,New,Tablet,Yes,0.13,9
7246,Decent product for the price.,Positive,Phoenix,Low,Clothing,New,Mobile,Yes,0.53,40
7247,Absolutely love this! Worth every penny.,Negative,San Antonio,High,Clothing,Occasional,Desktop,Yes,-0.68,40
7248,Not worth the money. Save your cash.,Neutral,Philadelphia,Medium,Home Goods,Occasional,Mobile,Yes,0.18,2
7249,"It works fine, nothing special though.",Positive,San Antonio,Medium,Home Goods,Occasional,Desktop,No,0.88,73
7250,Great service and fast shipping!,Negative,Houston,Low,Home Goods,Occasional,Desktop,Yes,-0.74,6
7251,The product is amazing! Highly recommend it.,Neutral,New York,Medium,Home Goods,Occasional,Mobile,Yes,0.2,19
7252,"Terrible quality, would not buy again.",Positive,New York,Low,Sports,Occasional,Mobile,No,0.52,97
7253,"It's okay, but could be better.",Negative,Philadelphia,Low,Sports,Occasional,Desktop,No,-0.96,19
7254,Best purchase ever! Love the features.,Neutral,San Antonio,Medium,Electronics,Occasional,Tablet,Yes,0.11,33
7255,"The delivery was late, and the item was damaged.",Positive,Houston,Medium,Clothing,Regular,Tablet,Yes,0.77,61
7256,Decent product for the price.,Negative,Los Angeles,Low,Clothing,Regular,Tablet,No,-0.94,30
7257,Absolutely love this! Worth every penny.,Neutral,Phoenix,Low,Books,Regular,Tablet,No,-0.05,62
7258,Not worth the money. Save your cash.,Positive,Phoenix,Medium,Clothing,Occasional,Tablet,No,0.53,13
7259,"It works fine, nothing special though.",Negative,Chicago,Medium,Clothing,Regular,Mobile,No,-0.74,18
7260,Great service and fast shipping!,Neutral,Houston,Medium,Toys,Occasional,Desktop,Yes,-0.16,2
7261,The product is amazing! Highly recommend it.,Positive,San Antonio,Medium,Toys,Occasional,Tablet,Yes,0.5,3
7262,"Terrible quality, would not buy again.",Negative,Chicago,High,Books,New,Desktop,Yes,-0.84,6
7263,"It's okay, but could be better.",Neutral,Philadelphia,Low,Home Goods,Regular,Mobile,Yes,-0.11,28
7264,Best purchase ever! Love the features.,Positive,San Antonio,Low,Books,Occasional,Desktop,Yes,0.68,77
7265,"The delivery was late, and the item was damaged.",Negative,Chicago,Medium,Books,Occasional,Mobile,Yes,-0.82,84
7266,Decent product for the price.,Neutral,New York,Low,Electronics,Regular,Desktop,Yes,0.05,32
7267,Absolutely love this! Worth every penny.,Positive,Phoenix,Medium,Sports,Occasional,Desktop,Yes,0.84,60
7268,Not worth the money. Save your cash.,Negative,San Antonio,Medium,Clothing,New,Mobile,No,-0.94,31
7269,"It works fine, nothing special though.",Neutral,Chicago,High,Electronics,Regular,Desktop,Yes,-0.0,61
7270,Great service and fast shipping!,Positive,New York,High,Sports,New,Mobile,Yes,0.94,9
7271,The product is amazing! Highly recommend it.,Negative,Houston,High,Clothing,New,Desktop,Yes,-0.93,67
7272,"Terrible quality, would not buy again.",Neutral,Chicago,Low,Books,Occasional,Desktop,Yes,0.19,54
7273,"It's okay, but could be better.",Positive,Philadelphia,High,Clothing,Occasional,Tablet,No,0.51,95
7274,Best purchase ever! Love the features.,Negative,Philadelphia,Low,Home Goods,Occasional,Desktop,No,-0.95,79
7275,"The delivery was late, and the item was damaged.",Neutral,Philadelphia,Medium,Home Goods,Occasional,Tablet,Yes,-0.13,68
7276,Decent product for the price.,Positive,San Antonio,Medium,Books,New,Tablet,Yes,0.73,17
7277,Absolutely love this! Worth every penny.,Negative,Phoenix,Low,Toys,Regular,Mobile,Yes,-0.85,59
7278,Not worth the money. Save your cash.,Neutral,Chicago,Medium,Home Goods,Regular,Mobile,No,-0.03,31
7279,"It works fine, nothing special though.",Positive,Houston,Low,Books,Regular,Desktop,Yes,0.97,93
7280,Great service and fast shipping!,Negative,Chicago,Low,Electronics,Occasional,Mobile,No,-0.83,75
7281,The product is amazing! Highly recommend it.,Neutral,Phoenix,High,Toys,Regular,Tablet,No,0.14,61
7282,"Terrible quality, would not buy again.",Positive,New York,Low,Home Goods,New,Desktop,No,0.54,96
7283,"It's okay, but could be better.",Negative,Phoenix,Low,Books,Occasional,Mobile,No,-0.59,40
7284,Best purchase ever! Love the features.,Neutral,Philadelphia,Medium,Books,New,Mobile,Yes,0.16,3
7285,"The delivery was late, and the item was damaged.",Positive,San Antonio,High,Electronics,Regular,Mobile,Yes,0.64,50
7286,Decent product for the price.,Negative,New York,Low,Electronics,Regular,Tablet,No,-0.73,1
7287,Absolutely love this! Worth every penny.,Neutral,San Antonio,Medium,Toys,Regular,Mobile,No,-0.13,8
7288,Not worth the money. Save your cash.,Positive,Philadelphia,High,Sports,Regular,Desktop,No,0.55,62
7289,"It works fine, nothing special though.",Negative,Los Angeles,Low,Home Goods,Occasional,Desktop,No,-0.61,64
7290,Great service and fast shipping!,Neutral,Phoenix,Medium,Books,New,Desktop,No,0.05,41
7291,The product is amazing! Highly recommend it.,Positive,Phoenix,Medium,Toys,Regular,Tablet,No,0.88,17
7292,"Terrible quality, would not buy again.",Negative,Houston,Medium,Toys,Occasional,Mobile,Yes,-0.78,72
7293,"It's okay, but could be better.",Neutral,Chicago,High,Electronics,Occasional,Desktop,Yes,-0.1,43
7294,Best purchase ever! Love the features.,Positive,New York,Low,Books,Regular,Mobile,No,0.71,97
7295,"The delivery was late, and the item was damaged.",Negative,San Antonio,High,Clothing,Occasional,Mobile,Yes,-0.97,90
7296,Decent product for the price.,Neutral,New York,High,Sports,Regular,Desktop,Yes,-0.09,2
7297,Absolutely love this! Worth every penny.,Positive,Houston,Low,Sports,New,Tablet,No,0.65,47
7298,Not worth the money. Save your cash.,Negative,Houston,Low,Electronics,Occasional,Desktop,Yes,-0.64,60
7299,"It works fine, nothing special though.",Neutral,San Antonio,High,Books,Regular,Desktop,Yes,-0.18,49
7300,Great service and fast shipping!,Positive,Chicago,Medium,Toys,Occasional,Tablet,Yes,0.62,93
7301,The product is amazing! Highly recommend it.,Negative,San Antonio,Medium,Sports,Regular,Mobile,Yes,-0.86,15
7302,"Terrible quality, would not buy again.",Neutral,San Antonio,Medium,Toys,Occasional,Mobile,No,0.02,94
7303,"It's okay, but could be better.",Positive,Philadelphia,Medium,Home Goods,New,Tablet,Yes,0.62,50
7304,Best purchase ever! Love the features.,Negative,Chicago,High,Clothing,New,Desktop,No,-0.93,46
7305,"The delivery was late, and the item was damaged.",Neutral,Phoenix,Low,Electronics,Regular,Tablet,Yes,-0.1,76
7306,Decent product for the price.,Positive,Philadelphia,Low,Sports,Regular,Desktop,Yes,0.71,2
7307,Absolutely love this! Worth every penny.,Negative,Los Angeles,High,Home Goods,Occasional,Tablet,Yes,-0.74,85
7308,Not worth the money. Save your cash.,Neutral,Chicago,High,Home Goods,New,Mobile,Yes,-0.19,29
7309,"It works fine, nothing special though.",Positive,Houston,Medium,Clothing,New,Tablet,No,0.65,29
7310,Great service and fast shipping!,Negative,Philadelphia,High,Electronics,Regular,Tablet,Yes,-0.62,80
7311,The product is amazing! Highly recommend it.,Neutral,Chicago,Medium,Electronics,Occasional,Desktop,Yes,0.04,95
7312,"Terrible quality, would not buy again.",Positive,New York,Low,Toys,New,Desktop,Yes,0.73,61
7313,"It's okay, but could be better.",Negative,San Antonio,High,Electronics,Regular,Desktop,No,-0.77,97
7314,Best purchase ever! Love the features.,Neutral,Los Angeles,Medium,Home Goods,New,Tablet,No,-0.05,66
7315,"The delivery was late, and the item was damaged.",Positive,Phoenix,Low,Toys,Regular,Tablet,No,0.67,44
7316,Decent product for the price.,Negative,San Antonio,Medium,Electronics,Regular,Desktop,Yes,-0.8,4
7317,Absolutely love this! Worth every penny.,Neutral,New York,Medium,Clothing,Regular,Mobile,Yes,0.15,39
7318,Not worth the money. Save your cash.,Positive,New York,High,Home Goods,Occasional,Desktop,Yes,0.73,60
7319,"It works fine, nothing special though.",Negative,Los Angeles,Low,Books,New,Tablet,No,-0.67,49
7320,Great service and fast shipping!,Neutral,Phoenix,Low,Clothing,Occasional,Tablet,No,0.12,5
7321,The product is amazing! Highly recommend it.,Positive,Houston,Medium,Clothing,Regular,Desktop,Yes,0.72,66
7322,"Terrible quality, would not buy again.",Negative,Philadelphia,High,Electronics,Regular,Desktop,Yes,-0.58,45
7323,"It's okay, but could be better.",Neutral,Phoenix,Medium,Toys,Occasional,Tablet,Yes,0.2,60
7324,Best purchase ever! Love the features.,Positive,Chicago,Medium,Toys,Occasional,Tablet,Yes,0.75,8
7325,"The delivery was late, and the item was damaged.",Negative,New York,Medium,Home Goods,Occasional,Mobile,No,-0.8,50
7326,Decent product for the price.,Neutral,Chicago,Low,Electronics,Regular,Desktop,Yes,0.12,36
7327,Absolutely love this! Worth every penny.,Positive,Houston,Medium,Toys,Occasional,Desktop,Yes,0.82,70
7328,Not worth the money. Save your cash.,Negative,Chicago,Low,Sports,New,Mobile,Yes,-0.69,41
7329,"It works fine, nothing special though.",Neutral,Phoenix,High,Books,Occasional,Tablet,No,0.15,10
7330,Great service and fast shipping!,Positive,Chicago,Low,Sports,Occasional,Tablet,No,0.82,36
7331,The product is amazing! Highly recommend it.,Negative,Houston,Medium,Electronics,New,Mobile,Yes,-0.68,68
7332,"Terrible quality, would not buy again.",Neutral,Houston,Low,Electronics,Occasional,Desktop,Yes,-0.12,14
7333,"It's okay, but could be better.",Positive,Houston,Medium,Toys,Occasional,Tablet,Yes,0.84,76
7334,Best purchase ever! Love the features.,Negative,Phoenix,Low,Clothing,Occasional,Mobile,Yes,-0.54,17
7335,"The delivery was late, and the item was damaged.",Neutral,Houston,Medium,Electronics,Regular,Mobile,Yes,0.03,21
7336,Decent product for the price.,Positive,New York,Low,Clothing,Occasional,Mobile,Yes,0.95,77
7337,Absolutely love this! Worth every penny.,Negative,San Antonio,Medium,Home Goods,New,Tablet,No,-0.83,97
7338,Not worth the money. Save your cash.,Neutral,Houston,Medium,Home Goods,Regular,Tablet,Yes,-0.18,54
7339,"It works fine, nothing special though.",Positive,Chicago,Medium,Toys,New,Mobile,Yes,0.72,13
7340,Great service and fast shipping!,Negative,Philadelphia,Medium,Home Goods,Occasional,Mobile,Yes,-1.0,48
7341,The product is amazing! Highly recommend it.,Neutral,Chicago,Medium,Sports,Occasional,Tablet,Yes,-0.14,45
7342,"Terrible quality, would not buy again.",Positive,Philadelphia,Medium,Sports,Occasional,Tablet,Yes,0.6,9
7343,"It's okay, but could be better.",Negative,Chicago,High,Sports,Occasional,Tablet,Yes,-0.73,55
7344,Best purchase ever! Love the features.,Neutral,Phoenix,Medium,Toys,New,Tablet,Yes,0.18,50
7345,"The delivery was late, and the item was damaged.",Positive,Chicago,Low,Toys,Occasional,Tablet,No,0.51,20
7346,Decent product for the price.,Negative,Phoenix,High,Sports,New,Mobile,Yes,-0.88,40
7347,Absolutely love this! Worth every penny.,Neutral,Phoenix,Low,Clothing,Occasional,Tablet,No,0.19,1
7348,Not worth the money. Save your cash.,Positive,Houston,High,Sports,Occasional,Tablet,No,0.94,77
7349,"It works fine, nothing special though.",Negative,New York,Low,Clothing,New,Mobile,Yes,-0.58,86
7350,Great service and fast shipping!,Neutral,Philadelphia,Medium,Home Goods,Regular,Mobile,Yes,-0.16,77
7351,The product is amazing! Highly recommend it.,Positive,Houston,Low,Clothing,Occasional,Desktop,Yes,0.82,64
7352,"Terrible quality, would not buy again.",Negative,Houston,High,Electronics,Regular,Tablet,Yes,-0.9,35
7353,"It's okay, but could be better.",Neutral,San Antonio,Medium,Books,New,Desktop,Yes,0.06,65
7354,Best purchase ever! Love the features.,Positive,Phoenix,Medium,Electronics,Occasional,Desktop,Yes,0.71,53
7355,"The delivery was late, and the item was damaged.",Negative,Phoenix,Low,Electronics,New,Mobile,Yes,-0.68,97
7356,Decent product for the price.,Neutral,Philadelphia,Medium,Toys,New,Mobile,Yes,-0.03,61
7357,Absolutely love this! Worth every penny.,Positive,Chicago,Medium,Books,Regular,Desktop,No,0.95,5
7358,Not worth the money. Save your cash.,Negative,Chicago,Medium,Toys,Regular,Desktop,No,-0.99,94
7359,"It works fine, nothing special though.",Neutral,Houston,Low,Clothing,Occasional,Desktop,Yes,-0.12,69
7360,Great service and fast shipping!,Positive,Los Angeles,Medium,Sports,Occasional,Desktop,Yes,0.92,89
7361,The product is amazing! Highly recommend it.,Negative,Los Angeles,Medium,Clothing,Regular,Tablet,Yes,-0.63,60
7362,"Terrible quality, would not buy again.",Neutral,Chicago,Low,Books,Regular,Desktop,Yes,-0.13,90
7363,"It's okay, but could be better.",Positive,Los Angeles,Low,Home Goods,Occasional,Mobile,Yes,0.56,19
7364,Best purchase ever! Love the features.,Negative,San Antonio,Medium,Clothing,Regular,Desktop,No,-0.84,76
7365,"The delivery was late, and the item was damaged.",Neutral,Chicago,High,Electronics,New,Desktop,Yes,-0.01,57
7366,Decent product for the price.,Positive,Phoenix,Low,Books,New,Mobile,Yes,0.52,8
7367,Absolutely love this! Worth every penny.,Negative,Houston,Medium,Books,Occasional,Desktop,No,-0.58,74
7368,Not worth the money. Save your cash.,Neutral,New York,Low,Clothing,Regular,Mobile,Yes,0.01,18
7369,"It works fine, nothing special though.",Positive,Houston,Medium,Clothing,Regular,Tablet,Yes,0.96,11
7370,Great service and fast shipping!,Negative,Chicago,Medium,Toys,Occasional,Tablet,Yes,-0.84,62
7371,The product is amazing! Highly recommend it.,Neutral,San Antonio,Low,Toys,New,Mobile,No,-0.18,30
7372,"Terrible quality, would not buy again.",Positive,Chicago,Medium,Electronics,Regular,Tablet,No,0.94,5
7373,"It's okay, but could be better.",Negative,Houston,High,Books,Regular,Tablet,Yes,-0.93,88
7374,Best purchase ever! Love the features.,Neutral,San Antonio,High,Home Goods,Regular,Tablet,Yes,-0.07,77
7375,"The delivery was late, and the item was damaged.",Positive,San Antonio,Low,Home Goods,Occasional,Mobile,Yes,0.73,56
7376,Decent product for the price.,Negative,San Antonio,Low,Books,Occasional,Desktop,Yes,-0.75,36
7377,Absolutely love this! Worth every penny.,Neutral,Philadelphia,High,Electronics,Regular,Tablet,Yes,-0.19,27
7378,Not worth the money. Save your cash.,Positive,Chicago,Low,Toys,Occasional,Desktop,No,0.76,32
7379,"It works fine, nothing special though.",Negative,Los Angeles,Medium,Toys,Occasional,Desktop,No,-0.96,14
7380,Great service and fast shipping!,Neutral,Los Angeles,Low,Toys,Occasional,Tablet,Yes,-0.07,41
7381,The product is amazing! Highly recommend it.,Positive,Chicago,Medium,Home Goods,Occasional,Tablet,No,0.99,66
7382,"Terrible quality, would not buy again.",Negative,Chicago,Low,Home Goods,New,Desktop,Yes,-0.86,4
7383,"It's okay, but could be better.",Neutral,Philadelphia,High,Electronics,Occasional,Tablet,No,0.13,11
7384,Best purchase ever! Love the features.,Positive,Los Angeles,High,Home Goods,Occasional,Mobile,Yes,0.76,48
7385,"The delivery was late, and the item was damaged.",Negative,Chicago,Low,Clothing,New,Mobile,No,-0.9,37
7386,Decent product for the price.,Neutral,Chicago,High,Home Goods,New,Tablet,No,0.09,13
7387,Absolutely love this! Worth every penny.,Positive,Philadelphia,Medium,Toys,Regular,Desktop,Yes,0.78,73
7388,Not worth the money. Save your cash.,Negative,Philadelphia,Low,Electronics,Regular,Tablet,Yes,-0.73,42
7389,"It works fine, nothing special though.",Neutral,Houston,Medium,Books,New,Mobile,Yes,-0.19,27
7390,Great service and fast shipping!,Positive,Philadelphia,Medium,Books,Regular,Desktop,Yes,0.67,66
7391,The product is amazing! Highly recommend it.,Negative,New York,Low,Electronics,New,Tablet,Yes,-0.63,47
7392,"Terrible quality, would not buy again.",Neutral,Los Angeles,Low,Clothing,Regular,Mobile,Yes,0.12,91
7393,"It's okay, but could be better.",Positive,Houston,High,Books,New,Desktop,Yes,0.91,76
7394,Best purchase ever! Love the features.,Negative,New York,High,Toys,Occasional,Mobile,Yes,-0.98,12
7395,"The delivery was late, and the item was damaged.",Neutral,Chicago,High,Books,Occasional,Tablet,Yes,-0.13,67
7396,Decent product for the price.,Positive,Chicago,Low,Books,Regular,Tablet,No,0.99,26
7397,Absolutely love this! Worth every penny.,Negative,Houston,Medium,Toys,New,Mobile,No,-0.92,79
7398,Not worth the money. Save your cash.,Neutral,Philadelphia,Low,Home Goods,Regular,Mobile,No,-0.11,27
7399,"It works fine, nothing special though.",Positive,San Antonio,High,Clothing,Regular,Mobile,Yes,0.9,35
7400,Great service and fast shipping!,Negative,San Antonio,Low,Toys,Regular,Mobile,No,-0.8,13
7401,The product is amazing! Highly recommend it.,Neutral,Chicago,Medium,Toys,New,Mobile,Yes,-0.15,56
7402,"Terrible quality, would not buy again.",Positive,San Antonio,Medium,Sports,Occasional,Desktop,No,0.56,69
7403,"It's okay, but could be better.",Negative,Phoenix,High,Electronics,Occasional,Tablet,Yes,-0.96,43
7404,Best purchase ever! Love the features.,Neutral,Houston,Medium,Clothing,Occasional,Desktop,Yes,-0.13,81
7405,"The delivery was late, and the item was damaged.",Positive,New York,Medium,Home Goods,New,Mobile,No,0.75,83
7406,Decent product for the price.,Negative,Houston,Medium,Sports,Occasional,Desktop,No,-0.99,84
7407,Absolutely love this! Worth every penny.,Neutral,Los Angeles,High,Toys,Occasional,Tablet,Yes,-0.15,59
7408,Not worth the money. Save your cash.,Positive,Philadelphia,Low,Sports,Occasional,Mobile,Yes,0.95,87
7409,"It works fine, nothing special though.",Negative,Philadelphia,High,Home Goods,Occasional,Mobile,Yes,-0.56,12
7410,Great service and fast shipping!,Neutral,Houston,High,Sports,Regular,Tablet,No,0.13,96
7411,The product is amazing! Highly recommend it.,Positive,Chicago,Low,Sports,Regular,Desktop,Yes,0.85,29
7412,"Terrible quality, would not buy again.",Negative,Chicago,Low,Sports,Regular,Tablet,No,-0.67,5
7413,"It's okay, but could be better.",Neutral,Phoenix,Medium,Toys,Regular,Tablet,No,-0.09,49
7414,Best purchase ever! Love the features.,Positive,Phoenix,Low,Toys,Occasional,Desktop,No,0.67,64
7415,"The delivery was late, and the item was damaged.",Negative,Philadelphia,Medium,Electronics,Occasional,Desktop,No,-0.88,43
7416,Decent product for the price.,Neutral,Phoenix,Medium,Books,New,Mobile,No,0.19,66
7417,Absolutely love this! Worth every penny.,Positive,New York,Medium,Clothing,Regular,Mobile,Yes,0.82,6
7418,Not worth the money. Save your cash.,Negative,Phoenix,Low,Electronics,Occasional,Mobile,Yes,-0.52,85
7419,"It works fine, nothing special though.",Neutral,New York,Medium,Home Goods,Occasional,Tablet,No,-0.09,99
7420,Great service and fast shipping!,Positive,Phoenix,Medium,Sports,Regular,Desktop,Yes,0.81,15
7421,The product is amazing! Highly recommend it.,Negative,Philadelphia,High,Toys,Occasional,Desktop,Yes,-0.62,18
7422,"Terrible quality, would not buy again.",Neutral,Philadelphia,Low,Sports,New,Mobile,Yes,-0.16,49
7423,"It's okay, but could be better.",Positive,New York,Medium,Toys,Regular,Tablet,Yes,0.83,47
7424,Best purchase ever! Love the features.,Negative,Houston,High,Clothing,Occasional,Tablet,Yes,-0.92,2
7425,"The delivery was late, and the item was damaged.",Neutral,Philadelphia,Medium,Electronics,Regular,Desktop,Yes,-0.07,5
7426,Decent product for the price.,Positive,Houston,Medium,Electronics,Regular,Desktop,Yes,0.86,37
7427,Absolutely love this! Worth every penny.,Negative,Chicago,Low,Home Goods,Occasional,Desktop,No,-0.78,6
7428,Not worth the money. Save your cash.,Neutral,New York,High,Electronics,New,Desktop,No,0.17,42
7429,"It works fine, nothing special though.",Positive,San Antonio,Medium,Electronics,Occasional,Tablet,Yes,0.62,51
7430,Great service and fast shipping!,Negative,Philadelphia,High,Books,Occasional,Mobile,Yes,-0.92,83
7431,The product is amazing! Highly recommend it.,Neutral,Los Angeles,High,Clothing,New,Desktop,Yes,-0.07,16
7432,"Terrible quality, would not buy again.",Positive,Chicago,Medium,Sports,Regular,Desktop,No,0.93,76
7433,"It's okay, but could be better.",Negative,Houston,Medium,Electronics,Occasional,Desktop,Yes,-0.58,88
7434,Best purchase ever! Love the features.,Neutral,Philadelphia,Low,Home Goods,Occasional,Tablet,Yes,-0.05,73
7435,"The delivery was late, and the item was damaged.",Positive,New York,Low,Sports,New,Mobile,Yes,0.9,67
7436,Decent product for the price.,Negative,San Antonio,Medium,Toys,Occasional,Tablet,Yes,-0.96,81
7437,Absolutely love this! Worth every penny.,Neutral,Phoenix,Medium,Electronics,New,Mobile,Yes,-0.2,30
7438,Not worth the money. Save your cash.,Positive,San Antonio,Medium,Electronics,Regular,Tablet,No,0.93,27
7439,"It works fine, nothing special though.",Negative,Los Angeles,High,Sports,Occasional,Desktop,No,-0.56,88
7440,Great service and fast shipping!,Neutral,Houston,Low,Toys,Occasional,Desktop,Yes,-0.14,42
7441,The product is amazing! Highly recommend it.,Positive,Chicago,Medium,Books,Occasional,Mobile,Yes,0.65,64
7442,"Terrible quality, would not buy again.",Negative,San Antonio,Medium,Clothing,Occasional,Tablet,Yes,-0.57,50
7443,"It's okay, but could be better.",Neutral,New York,Medium,Books,Regular,Mobile,No,-0.17,39
7444,Best purchase ever! Love the features.,Positive,Los Angeles,High,Home Goods,Regular,Tablet,Yes,0.93,7
7445,"The delivery was late, and the item was damaged.",Negative,New York,Medium,Sports,Regular,Desktop,No,-0.71,73
7446,Decent product for the price.,Neutral,Philadelphia,Medium,Electronics,New,Mobile,Yes,0.06,16
7447,Absolutely love this! Worth every penny.,Positive,Phoenix,Medium,Books,New,Mobile,No,0.8,56
